customer_id,signup_date,customer_age,country,region,city,industry,company_size,subscription_plan,contract_type,contract_length_months,monthly_recurring_revenue,payment_method,support_tickets,usage_score,login_frequency,nps_score,discount_percentage,tenure_months,customer_segment,customer_lifetime_value,customer_acquisition_cost,acquisition_channel,acquisition_month,is_active,churn,last_transaction_date,days_since_last_transaction,frequency_score,monetary_score,average_transaction_value,total_transactions,total_revenue,total_profit,customer_profitability,risk_score
CUST_002837,2022-06-03,62,USA,North America,Evansberg,Healthcare,Startup,Basic,Monthly,1,32.36,Credit Card,5.0,46.4,14.1,-21.0,1.2,30,Low Engagement,94.31,93.67,Referral,2022-06,0,1,2024-10-22,70,2,1,45.06,14,630.78,318.45,Low,33.9
CUST_002838,2024-06-16,69,USA,North America,West Bryanside,Education,Small Business,Professional,Annual,12,153.65,Credit Card,6.0,64.2,20.7,36.0,7.7,6,Core,1611.58,331.67,Paid Search,2024-06,1,0,2024-12-19,12,2,3,276.57,15,4148.54,3253.77,High,8.8
CUST_002839,2023-07-28,33,Canada,North America,South Lisa,Retail,Startup,Basic,Annual,12,24.81,PayPal,3.0,53.8,14.2,15.0,1.9,17,Low Engagement,62.41,79.02,Referral,2023-07,1,0,2024-11-26,35,2,1,44.45,14,622.3,344.57,Low,39.0
CUST_002840,2023-08-17,46,Other,MEA,South Angelaside,Technology,Enterprise,Enterprise,Annual,12,8168.78,Credit Card,2.0,99.9,31.0,23.0,10.7,16,Strategic,663156.41,17914.11,Outbound Sales,2023-08,1,0,2024-11-16,45,5,5,12181.16,21,255804.34,213566.57,Top,1.1
CUST_002841,2024-06-11,59,USA,North America,Brownshire,Real Estate,Mid-Market,Business,Annual,12,1053.02,Invoice,2.0,60.9,18.2,11.0,9.3,6,Champion,4775.45,809.23,Referral,2024-06,1,0,2024-12-20,11,4,5,1938.18,17,32949.11,27875.7,Top,20.0
CUST_002842,2024-10-06,45,Germany,Europe,Port Karenville,Education,Small Business,Business,Annual,12,544.85,Credit Card,4.0,56.0,20.4,27.0,6.9,2,Champion,2536.28,297.66,Content Marketing,2024-10,1,0,2024-12-27,4,5,5,1175.95,20,23518.97,19492.43,Top,20.0
CUST_002843,2024-10-29,27,India,APAC,Port Carol,Retail,Mid-Market,Professional,Annual,12,236.19,Credit Card,3.0,63.2,15.4,46.0,6.3,2,Core,3161.57,638.99,Organic Search,2024-10,1,0,2024-12-26,5,2,4,506.88,14,7096.33,5917.23,High,7.0
CUST_002844,2024-01-26,53,USA,North America,North Angela,Finance,Mid-Market,Professional,Annual,12,333.41,Credit Card,3.0,51.7,16.8,17.0,6.6,11,Champion,2240.32,3853.9,Paid Social,2024-01,1,0,2024-12-09,22,4,4,566.92,17,9637.7,8022.32,High,13.9
CUST_002845,2023-07-14,67,USA,North America,Davidberg,Other,Startup,Basic,Monthly,1,26.64,Credit Card,9.0,20.7,7.5,-46.0,0.0,17,At Risk,35.95,208.15,Paid Search,2023-07,0,1,2023-10-12,446,1,1,38.74,11,426.09,229.04,Low,74.1
CUST_002846,2024-07-06,37,UK,Europe,Lake Evan,Education,Mid-Market,Business,Multi-Year,24,833.52,Credit Card,4.0,67.3,15.8,51.0,11.3,5,Core,7782.44,1712.53,Paid Search,2024-07,1,0,2024-12-17,14,2,4,1414.28,15,21214.22,17749.14,Top,9.5
CUST_002847,2023-03-25,30,India,APAC,Melissaton,Retail,Startup,Professional,Monthly,1,65.58,Credit Card,3.0,56.0,21.2,12.0,0.0,21,Core,174.88,164.3,Outbound Sales,2023-03,1,0,2024-11-28,33,5,2,103.76,19,1971.37,1465.71,Medium,37.5
CUST_002848,2024-01-15,57,USA,North America,North Williamstad,Manufacturing,Small Business,Professional,Monthly,1,175.86,Credit Card,3.0,49.7,6.3,20.0,0.0,11,Core,833.46,1199.79,Outbound Sales,2024-01,1,0,2024-12-09,22,3,3,307.17,16,4914.76,3933.47,High,21.1
CUST_002849,2023-07-16,39,UK,Europe,South Tiffany,Healthcare,Small Business,Professional,Annual,12,169.26,Invoice,2.0,47.3,8.2,5.0,3.1,17,Core,579.55,190.98,Organic Search,2023-07,0,1,2024-09-02,120,4,3,274.33,17,4663.65,3738.57,High,28.3
CUST_002850,2024-03-29,21,Germany,Europe,East Kevinhaven,Technology,Mid-Market,Business,Multi-Year,24,1073.84,Credit Card,2.0,39.8,12.6,-23.0,17.0,9,Core,2233.8,1642.05,Content Marketing,2024-03,0,1,2024-11-17,44,2,5,1622.02,15,24330.26,19928.58,Top,39.9
CUST_002851,2023-03-13,59,Canada,North America,Donnamouth,Healthcare,Startup,Basic,Monthly,1,28.22,Credit Card,4.0,53.9,10.0,8.0,2.5,21,Low Engagement,70.37,452.9,Outbound Sales,2023-03,0,1,2023-12-02,395,2,1,44.01,15,660.19,393.87,Low,39.1
CUST_002852,2023-01-15,22,UK,Europe,New Tracy,Healthcare,Startup,Basic,Monthly,1,26.74,Wire Transfer,3.0,46.6,11.6,19.0,0.0,23,Core,62.62,186.01,Content Marketing,2023-01,0,1,2023-09-06,482,4,1,36.0,18,647.95,323.62,Low,42.7
CUST_002853,2024-10-06,23,UK,Europe,Alexandrastad,Manufacturing,Small Business,Business,Multi-Year,24,335.41,Credit Card,0.0,57.1,13.8,59.0,11.4,2,Core,1869.01,612.5,Paid Search,2024-10,1,0,2024-12-25,6,2,4,671.22,15,10068.35,8173.72,High,15.9
CUST_002854,2022-09-13,44,Canada,North America,Lake Corey,Technology,Startup,Professional,Annual,12,96.33,Wire Transfer,2.0,51.3,6.3,3.0,1.8,27,Core,174.53,199.35,Paid Social,2022-09,1,0,2024-11-15,46,4,2,148.83,18,2678.87,2033.0,Medium,54.2
CUST_002855,2023-11-27,60,Australia,APAC,East Benjaminberg,Education,Mid-Market,Business,Annual,12,819.93,PayPal,5.0,83.0,17.9,20.0,7.6,13,Core,8146.4,881.87,Organic Search,2023-11,1,0,2024-12-06,25,2,4,1335.76,14,18700.64,15428.02,Top,9.3
CUST_002856,2023-02-19,24,USA,North America,Melissaborough,Retail,Small Business,Business,Annual,12,451.41,Credit Card,3.0,58.6,14.4,3.0,7.0,22,Champion,2088.61,432.73,Paid Social,2023-02,1,0,2024-11-28,33,5,4,642.4,20,12847.96,10342.88,High,20.1
CUST_002857,2022-05-21,25,UK,Europe,New Andrea,Finance,Startup,Basic,Monthly,1,24.26,ACH,5.0,27.7,0.0,-14.0,0.8,31,At Risk,34.68,66.35,Organic Search,2022-05,0,1,2024-01-10,356,3,1,33.32,16,533.14,294.29,Low,69.4
CUST_002858,2022-05-14,57,USA,North America,Joshuachester,Healthcare,Startup,Basic,Annual,12,38.75,Credit Card,3.0,40.4,10.5,2.0,5.3,31,Core,90.16,361.16,Outbound Sales,2022-05,0,1,2024-07-28,156,3,1,55.4,16,886.44,543.29,Low,40.7
CUST_002859,2022-12-25,62,Other,LATAM,New Jonathanfurt,Retail,Small Business,Professional,Monthly,1,146.34,Credit Card,8.0,56.6,17.7,-1.0,2.1,24,Core,594.47,180.01,Referral,2022-12,0,1,2023-03-12,660,5,3,180.38,21,3788.05,2981.07,Medium,24.1
CUST_002860,2024-08-31,68,USA,North America,South Stephen,Healthcare,Small Business,Basic,Monthly,1,45.3,Credit Card,1.0,62.3,19.7,31.0,0.0,4,Core,514.77,227.45,Organic Search,2024-08,1,0,2024-12-23,8,5,2,92.2,19,1751.86,1257.12,Medium,8.8
CUST_002861,2023-04-29,63,USA,North America,Ericaberg,Finance,Startup,Basic,Monthly,1,26.77,Credit Card,4.0,44.4,14.0,17.0,1.0,20,Low Engagement,46.01,527.08,Outbound Sales,2023-04,1,0,2024-11-12,49,1,1,50.03,12,600.37,356.01,Low,57.6
CUST_002862,2024-10-28,55,USA,North America,North Crystal,Manufacturing,Startup,Professional,Monthly,1,110.9,ACH,9.0,71.6,18.5,41.0,0.0,2,New / Onboarding,660.12,64.38,Organic Search,2024-10,1,0,2024-12-23,8,1,3,256.59,13,3335.67,2670.21,Medium,16.8
CUST_002863,2024-01-30,59,India,APAC,Wandaborough,Retail,Startup,Basic,Annual,12,31.68,ACH,2.0,51.2,19.2,-6.0,6.6,11,Low Engagement,66.34,86.27,Content Marketing,2024-01,0,1,2024-09-27,95,1,1,51.15,9,460.37,323.49,Low,44.6
CUST_002864,2023-09-27,32,Canada,North America,Annehaven,Manufacturing,Startup,Business,Monthly,1,345.88,Credit Card,2.0,61.2,16.1,5.0,3.2,15,Core,1039.79,53.71,Organic Search,2023-09,1,0,2024-12-05,26,3,4,639.75,16,10235.94,8528.0,High,32.2
CUST_002865,2024-01-28,64,UK,Europe,South Lorraine,Manufacturing,Small Business,Professional,Monthly,1,181.23,Credit Card,5.0,47.0,14.9,7.0,1.6,11,Champion,958.77,803.38,Partnership,2024-01,1,0,2024-12-19,12,5,4,320.66,22,7054.43,5717.54,High,18.6
CUST_002866,2023-12-06,52,India,APAC,Victoriachester,Education,Mid-Market,Professional,Annual,12,306.49,Credit Card,6.0,51.1,17.0,-7.0,8.1,12,Champion,2150.11,1005.83,Referral,2023-12,1,0,2024-12-08,23,4,4,476.7,17,8103.93,6635.96,High,13.1
CUST_002867,2024-06-15,31,India,APAC,Johnsonbury,Technology,Small Business,Business,Annual,12,392.93,Credit Card,1.0,58.6,15.5,15.0,9.4,6,Champion,2696.93,1547.16,Outbound Sales,2024-06,0,1,2024-10-17,75,4,4,609.82,18,10976.68,8900.05,High,13.2
CUST_002868,2023-04-29,31,USA,North America,West Davidville,Other,Mid-Market,Professional,Annual,12,367.9,PayPal,8.0,62.4,18.2,7.0,10.9,20,Champion,3856.46,1343.85,Referral,2023-04,1,0,2024-12-04,27,5,4,565.27,21,11870.73,9776.47,High,8.5
CUST_002869,2023-07-10,27,Canada,North America,Jonesland,Finance,Startup,Basic,Monthly,1,30.45,Credit Card,7.0,30.1,3.1,-28.0,0.0,17,At Risk,38.89,238.86,Paid Search,2023-07,0,1,2024-07-12,172,3,1,48.1,16,769.67,423.85,Low,78.3
CUST_002870,2024-09-20,29,India,APAC,Reginaview,Manufacturing,Small Business,Professional,Annual,12,189.79,Credit Card,1.0,60.4,17.6,11.0,5.5,3,Core,661.81,789.18,Paid Search,2024-09,1,0,2024-12-26,5,4,3,376.6,17,6402.16,5129.71,High,27.1
CUST_002871,2024-10-25,57,USA,North America,Port Lauren,Manufacturing,Small Business,Basic,Annual,12,46.22,ACH,1.0,50.4,14.7,13.0,4.4,2,Core,184.88,398.12,Content Marketing,2024-10,0,1,2024-12-01,30,3,2,95.08,16,1521.27,1068.2,Medium,23.9
CUST_002872,2024-09-18,29,USA,North America,Alejandrofurt,Retail,Small Business,Professional,Multi-Year,24,127.92,Credit Card,3.0,45.9,15.1,7.0,12.1,3,Core,300.65,293.58,Paid Social,2024-09,1,0,2024-12-27,4,4,3,238.07,17,4047.21,3102.42,Medium,37.4
CUST_002873,2023-09-11,42,Germany,Europe,South Stephanie,Other,Small Business,Professional,Monthly,1,167.25,ACH,5.0,58.9,17.0,7.0,1.7,15,Core,903.33,1142.11,Outbound Sales,2023-09,1,0,2024-12-05,26,3,3,287.24,16,4595.9,3717.32,High,18.2
CUST_002874,2024-07-01,25,Australia,APAC,East Alishaport,Technology,Mid-Market,Enterprise,Annual,12,3944.24,Credit Card,0.0,49.4,9.3,-29.0,11.4,5,Core,13978.39,2366.91,Partnership,2024-07,0,1,2024-11-14,47,1,5,7268.19,13,94486.52,79412.15,Top,25.0
CUST_002875,2023-11-01,28,USA,North America,Davisstad,Finance,Small Business,Business,Annual,12,358.89,Credit Card,3.0,15.4,0.0,-37.0,6.1,13,Champion,654.36,325.51,Referral,2023-11,0,1,2024-11-18,43,4,4,616.43,17,10479.25,8529.1,High,51.5
CUST_002876,2023-11-20,28,USA,North America,Andreaville,Technology,Startup,Basic,Monthly,1,21.26,Wire Transfer,1.0,47.6,6.0,-4.0,1.8,13,At Risk,29.2,207.55,Content Marketing,2023-11,0,1,2024-08-04,149,4,1,33.92,17,576.59,259.88,Low,71.5
CUST_002877,2023-01-31,43,India,APAC,East Louisfurt,Technology,Small Business,Enterprise,Annual,12,2152.59,Credit Card,4.0,68.6,22.5,5.0,5.3,23,Champion,19600.99,252.47,Referral,2023-01,0,1,2023-12-17,380,4,5,2944.68,17,50059.55,42298.16,Top,10.4
CUST_002878,2024-02-06,52,USA,North America,West Linda,Manufacturing,Mid-Market,Enterprise,Annual,12,4639.48,ACH,4.0,66.9,16.1,13.0,9.5,10,Champion,24844.55,1610.84,Partnership,2024-02,1,0,2024-12-11,20,4,5,7878.48,18,141812.68,118392.25,Top,16.9
CUST_002879,2023-01-08,45,India,APAC,Woodsberg,Technology,Enterprise,Enterprise,Multi-Year,24,7088.85,ACH,3.0,78.5,25.6,31.0,17.1,23,Strategic,255506.81,15430.43,Outbound Sales,2023-01,1,0,2024-11-12,49,2,5,8811.79,15,132176.79,108374.79,Top,2.3
CUST_002880,2023-06-19,40,USA,North America,Alberthaven,Real Estate,Small Business,Business,Multi-Year,24,389.0,PayPal,2.0,51.9,12.9,32.0,14.4,18,Core,1585.64,177.12,Organic Search,2023-06,1,0,2024-11-30,31,1,4,540.38,13,7024.91,5683.6,High,21.0
CUST_002881,2024-08-23,69,Canada,North America,Lake David,Manufacturing,Small Business,Business,Multi-Year,24,397.0,Credit Card,4.0,54.7,8.5,11.0,13.6,4,Core,1324.36,435.65,Content Marketing,2024-08,1,0,2024-12-21,10,1,4,753.67,13,9797.66,8032.99,High,25.9
CUST_002882,2023-02-03,64,Canada,North America,Bradleyview,Finance,Small Business,Basic,Annual,12,54.69,ACH,0.0,54.7,13.7,45.0,10.0,22,Low Engagement,325.97,857.07,Paid Search,2023-02,1,0,2024-11-13,48,2,2,77.67,15,1165.04,764.1,Low,15.1
CUST_002883,2022-07-24,34,USA,North America,Lake Daniellestad,Healthcare,Mid-Market,Professional,Annual,12,339.89,ACH,1.0,74.3,25.8,31.0,8.5,29,Core,3746.98,1774.11,Partnership,2022-07,0,1,2023-12-03,394,3,4,412.51,16,6600.12,5369.75,High,8.3
CUST_002884,2022-07-20,28,USA,North America,Lake Charlotte,Technology,Enterprise,Enterprise,Annual,12,7656.44,Credit Card,3.0,72.1,27.5,32.0,12.5,29,Strategic,352599.21,5662.15,Content Marketing,2022-07,1,0,2024-10-23,69,1,5,10959.71,13,142476.17,117434.54,Top,1.9
CUST_002885,2024-10-22,50,USA,North America,Whitestad,Real Estate,Mid-Market,Professional,Annual,12,350.13,Credit Card,0.0,62.2,16.6,45.0,12.0,2,Champion,3081.14,3180.94,Outbound Sales,2024-10,1,0,2024-12-28,3,5,4,659.36,22,14505.97,11929.38,High,10.0
CUST_002886,2023-11-28,31,Canada,North America,Shawview,Manufacturing,Small Business,Business,Monthly,1,337.56,ACH,2.0,39.6,3.3,29.0,0.1,13,Core,653.53,830.53,Paid Search,2023-11,0,1,2024-09-16,106,2,4,568.47,15,8527.08,7079.56,High,51.6
CUST_002887,2023-09-02,40,UK,Europe,Meyerbury,Healthcare,Startup,Basic,Annual,12,34.9,Credit Card,3.0,43.2,14.4,26.0,6.0,15,Core,127.65,292.21,Paid Search,2023-09,1,0,2024-12-07,24,5,2,60.24,19,1144.56,673.68,Low,25.7
CUST_002888,2024-07-23,23,USA,North America,Cynthialand,Technology,Mid-Market,Business,Multi-Year,24,1070.19,Credit Card,2.0,59.7,20.7,24.0,12.8,5,Champion,7976.12,2701.24,Paid Social,2024-07,1,0,2024-12-23,8,5,5,1742.95,19,33116.0,27115.27,Top,11.7
CUST_002889,2024-08-10,23,USA,North America,Richardmouth,Healthcare,Mid-Market,Enterprise,Monthly,1,3011.26,Wire Transfer,4.0,53.8,17.0,36.0,2.5,4,Champion,24264.29,1134.9,Referral,2024-08,1,0,2024-12-23,8,4,5,6092.03,18,109656.6,93619.65,Top,12.1
CUST_002890,2023-06-19,61,USA,North America,Lake Christopherbury,Technology,Mid-Market,Professional,Monthly,1,380.02,Credit Card,3.0,56.0,10.1,-6.0,2.7,18,Champion,1547.11,963.38,Referral,2023-06,1,0,2024-11-29,32,5,4,594.1,19,11287.82,9376.63,High,23.9
CUST_002891,2024-04-27,55,UK,Europe,East Barbaraland,Education,Startup,Professional,Annual,12,79.68,Credit Card,4.0,73.4,19.8,29.0,7.4,8,Low Engagement,335.38,197.91,Outbound Sales,2024-04,1,0,2024-12-10,21,2,2,153.63,14,2150.87,1623.14,Medium,22.0
CUST_002892,2024-06-24,67,USA,North America,Angelafort,Manufacturing,Small Business,Business,Multi-Year,24,409.11,Wire Transfer,3.0,48.9,11.5,11.0,13.7,6,Core,1283.86,1062.64,Outbound Sales,2024-06,1,0,2024-12-12,19,1,4,718.19,12,8618.3,7046.12,High,27.5
CUST_002893,2024-03-28,41,USA,North America,South Ericaberg,Retail,Startup,Basic,Monthly,1,20.52,Credit Card,1.0,41.1,8.5,-25.0,4.6,9,Core,31.99,61.55,Organic Search,2024-03,1,0,2024-12-16,15,3,1,36.1,16,577.61,294.94,Low,61.2
CUST_002894,2022-11-24,29,UK,Europe,Jimenezside,Real Estate,Mid-Market,Enterprise,Monthly,1,3446.03,Credit Card,0.0,73.3,28.2,57.0,3.0,25,Core,133705.96,1630.13,Paid Search,2022-11,1,0,2024-11-12,49,3,5,5498.75,16,87979.97,74905.57,Top,2.5
CUST_002895,2024-09-07,28,Canada,North America,South Alexanderborough,Technology,Startup,Professional,Monthly,1,113.11,ACH,8.0,38.1,8.7,6.0,1.4,3,New / Onboarding,190.97,227.66,Paid Search,2024-09,0,1,2024-11-04,57,2,3,224.89,15,3373.42,2703.25,Medium,58.4
CUST_002896,2023-12-25,55,USA,North America,Lake Ronaldside,Finance,Small Business,Professional,Monthly,1,122.98,Credit Card,8.0,55.5,13.2,16.0,5.1,12,Core,821.89,373.07,Organic Search,2023-12,1,0,2024-12-11,20,4,3,212.73,18,3829.08,3065.02,Medium,14.2
CUST_002897,2023-04-29,61,USA,North America,Johnhaven,Manufacturing,Startup,Basic,Multi-Year,24,27.58,Credit Card,2.0,59.1,11.5,5.0,11.2,20,Low Engagement,89.38,202.09,Paid Social,2023-04,1,0,2024-11-17,44,1,1,44.54,13,579.0,324.04,Low,27.4
CUST_002898,2023-09-17,22,Germany,Europe,New Shaneburgh,Technology,Startup,Basic,Annual,12,36.87,Credit Card,4.0,31.5,8.8,-1.0,3.8,15,Core,77.78,234.76,Paid Search,2023-09,1,0,2024-12-01,30,4,2,65.02,18,1170.43,722.7,Low,45.6
CUST_002899,2022-05-17,69,India,APAC,East Charles,Finance,Small Business,Professional,Annual,12,202.65,Credit Card,3.0,57.4,21.5,14.0,8.6,31,Core,1179.76,247.55,Referral,2022-05,1,0,2024-11-07,54,4,3,283.52,18,5103.39,4062.59,High,15.7
CUST_002900,2022-10-22,27,USA,North America,New Michael,Retail,Startup,Basic,Monthly,1,33.75,ACH,7.0,38.4,10.6,-54.0,0.0,26,Core,54.09,64.55,Organic Search,2022-10,1,0,2024-11-20,41,3,1,53.07,16,849.16,536.5,Low,62.4
CUST_002901,2024-06-20,37,USA,North America,South Tylerburgh,Finance,Small Business,Business,Annual,12,527.94,Credit Card,1.0,68.0,25.7,47.0,6.1,6,Core,5163.91,525.67,Paid Social,2024-06,1,0,2024-12-12,19,1,4,993.66,12,11923.89,9836.93,High,9.6
CUST_002902,2022-01-01,32,Germany,Europe,Taramouth,Finance,Enterprise,Enterprise,Monthly,1,10179.89,Credit Card,3.0,58.6,20.8,33.0,5.3,35,Strategic,229532.28,6652.15,Referral,2022-01,1,0,2024-10-31,61,4,5,13817.25,17,234893.23,200235.19,Top,4.2
CUST_002903,2023-09-09,22,Other,MEA,Port Amber,Retail,Enterprise,Business,Annual,12,1613.53,ACH,5.0,70.1,20.9,32.0,8.9,15,Strategic,38682.26,9118.58,Outbound Sales,2023-09,1,0,2024-11-24,37,1,5,2806.84,12,33682.03,28238.58,Top,3.8
CUST_002904,2023-12-11,57,USA,North America,West Kevinport,Finance,Startup,Basic,Monthly,1,32.53,Wire Transfer,0.0,47.5,13.0,-35.0,1.9,12,Core,75.09,502.03,Outbound Sales,2023-12,1,0,2024-12-11,20,3,1,58.34,16,933.48,581.97,Low,42.5
CUST_002905,2022-06-23,39,Germany,Europe,Jasonshire,Technology,Mid-Market,Professional,Annual,12,373.33,Wire Transfer,4.0,56.7,25.4,35.0,7.8,30,Champion,5295.54,1491.37,Paid Social,2022-06,1,0,2024-11-13,48,5,4,520.13,19,9882.56,8225.42,High,6.5
CUST_002906,2024-11-12,58,UK,Europe,Robinsonport,Technology,Startup,Basic,Annual,12,24.41,Credit Card,3.0,33.2,14.4,-26.0,5.9,1,New / Onboarding,38.28,172.17,Paid Social,2024-11,0,1,2024-12-18,13,2,1,54.03,15,810.43,489.6,Low,60.0
CUST_002907,2023-02-25,46,USA,North America,South Patriciafort,Retail,Enterprise,Enterprise,Monthly,1,6067.21,Credit Card,3.0,78.1,20.4,25.0,4.1,22,Strategic,223786.71,1881.56,Organic Search,2023-02,1,0,2024-11-21,40,3,5,9697.23,16,155155.61,132867.93,Top,2.6
CUST_002908,2023-05-22,50,Australia,APAC,West Adammouth,Technology,Mid-Market,Business,Multi-Year,24,1111.43,ACH,4.0,65.5,21.1,4.0,11.4,19,Core,8416.47,812.32,Organic Search,2023-05,1,0,2024-11-24,37,3,5,1554.62,16,24873.84,20216.59,Top,11.7
CUST_002909,2023-05-21,59,UK,Europe,Kennethville,Real Estate,Startup,Basic,Monthly,1,28.79,Credit Card,4.0,51.6,12.5,5.0,3.4,19,Core,85.31,368.68,Outbound Sales,2023-05,1,0,2024-11-23,38,3,1,43.75,16,700.06,414.35,Low,32.6
CUST_002910,2023-03-02,29,USA,North America,West Pamelaburgh,Education,Small Business,Professional,Annual,12,152.68,PayPal,5.0,55.3,18.3,6.0,9.7,21,Core,621.04,584.62,Outbound Sales,2023-03,1,0,2024-11-25,36,4,3,232.77,18,4189.85,3330.48,High,22.2
CUST_002911,2022-01-19,38,USA,North America,Gomezville,Healthcare,Startup,Basic,Annual,12,32.91,Credit Card,3.0,46.4,14.0,24.0,8.4,35,Low Engagement,197.03,92.99,Organic Search,2022-01,1,0,2024-09-21,101,1,1,46.92,11,516.14,308.0,Low,15.3
CUST_002912,2024-05-24,58,India,APAC,Vasquezland,Education,Mid-Market,Enterprise,Multi-Year,24,4897.78,Credit Card,1.0,71.0,20.4,25.0,14.9,7,Champion,53436.04,3189.74,Outbound Sales,2024-05,1,0,2024-12-21,10,4,5,7934.94,17,134893.98,111978.14,Top,7.8
CUST_002913,2024-11-08,27,India,APAC,South David,Retail,Small Business,Business,Annual,12,355.56,Credit Card,4.0,43.4,16.9,4.0,9.5,1,Core,1129.06,208.36,Referral,2024-11,1,0,2024-12-29,2,2,4,708.7,15,10630.48,8904.34,High,28.5
CUST_002914,2023-02-23,34,USA,North America,Smithview,Technology,Small Business,Professional,Annual,12,139.76,Credit Card,4.0,68.2,26.6,5.0,5.9,22,Low Engagement,1302.12,1364.01,Outbound Sales,2023-02,1,0,2024-10-10,82,1,2,202.17,7,1415.18,1112.36,Medium,10.1
CUST_002915,2024-04-03,26,Australia,APAC,South Randall,Retail,Small Business,Basic,Monthly,1,46.26,Wire Transfer,5.0,76.2,24.1,8.0,3.6,8,Low Engagement,387.78,117.89,Referral,2024-04,1,0,2024-12-11,20,2,2,92.02,14,1288.27,937.54,Medium,11.5
CUST_002916,2024-06-02,65,USA,North America,Michaelburgh,Manufacturing,Enterprise,Business,Annual,12,1948.15,Wire Transfer,4.0,71.5,22.1,2.0,15.1,6,Strategic,24323.23,5448.27,Organic Search,2024-06,1,0,2024-12-14,17,1,5,3085.61,13,40112.87,33478.96,Top,6.8
CUST_002917,2024-08-19,52,Canada,North America,Danielmouth,Technology,Enterprise,Enterprise,Annual,12,11509.14,Credit Card,2.0,83.1,22.4,47.0,13.9,4,Strategic,260772.88,10448.35,Paid Search,2024-08,1,0,2024-12-18,13,4,5,20860.95,17,354636.07,298945.08,Top,3.8
CUST_002918,2023-09-14,43,India,APAC,Martinstad,Healthcare,Small Business,Business,Monthly,1,475.91,Credit Card,1.0,42.1,9.0,13.0,4.7,15,Core,1453.66,670.21,Paid Social,2023-09,1,0,2024-11-30,31,2,4,824.61,14,11544.53,9556.92,High,31.2
CUST_002919,2023-05-20,39,USA,North America,Smithborough,Technology,Mid-Market,Professional,Annual,12,402.2,Credit Card,3.0,60.2,23.4,14.0,11.1,19,Core,1787.78,1655.23,Partnership,2023-05,1,0,2024-11-24,37,2,4,639.73,15,9596.02,7937.88,High,20.0
CUST_002920,2023-06-12,67,USA,North America,East Justinberg,Healthcare,Mid-Market,Professional,Annual,12,396.88,Credit Card,0.0,80.3,17.8,24.0,12.2,18,Core,3959.78,4214.47,Outbound Sales,2023-06,1,0,2024-11-26,35,3,4,591.44,16,9463.03,7851.83,High,8.8
CUST_002921,2024-05-11,27,Germany,Europe,Fishermouth,Healthcare,Mid-Market,Business,Annual,12,939.94,Credit Card,6.0,44.7,7.2,-11.0,9.5,7,Champion,1681.12,2801.8,Partnership,2024-05,0,1,2024-10-12,80,4,5,1528.48,17,25984.19,21665.46,Top,50.6
CUST_002922,2024-07-27,32,Australia,APAC,East Elizabethfort,Manufacturing,Startup,Basic,Monthly,1,19.41,Wire Transfer,1.0,67.1,17.6,53.0,0.0,5,New / Onboarding,80.54,140.37,Paid Social,2024-07,1,0,2024-12-23,8,1,1,34.11,13,443.39,203.17,Low,24.1
CUST_002923,2023-01-02,63,USA,North America,Davidfort,Technology,Startup,Professional,Monthly,1,131.79,Credit Card,4.0,44.2,16.9,14.0,1.7,23,Core,478.04,100.91,Partnership,2023-01,0,1,2023-02-22,678,3,2,144.24,16,2307.84,1733.42,Medium,27.1
CUST_002924,2023-07-28,49,India,APAC,Marshberg,Technology,Startup,Basic,Annual,12,27.87,ACH,5.0,28.3,8.4,-18.0,4.1,17,At Risk,37.17,350.33,Paid Search,2023-07,0,1,2024-05-07,238,2,1,40.35,15,605.31,311.81,Low,71.9
CUST_002925,2024-09-25,36,India,APAC,Karenfurt,Healthcare,Small Business,Business,Multi-Year,24,466.34,Credit Card,2.0,66.0,16.7,43.0,15.0,3,Core,3025.87,200.45,Content Marketing,2024-09,1,0,2024-12-25,6,2,4,703.85,15,10557.77,8405.05,High,13.1
CUST_002926,2024-07-20,60,UK,Europe,Andersonville,Education,Startup,Professional,Monthly,1,107.6,Credit Card,2.0,37.2,15.7,2.0,0.3,5,New / Onboarding,217.16,50.0,Organic Search,2024-07,1,0,2024-12-20,11,4,3,204.36,18,3678.43,2822.47,Medium,49.4
CUST_002927,2024-11-20,50,USA,North America,East Erichaven,Finance,Small Business,Enterprise,Monthly,1,1467.23,Credit Card,6.0,40.2,16.3,-28.0,0.0,1,Champion,6088.09,348.22,Partnership,2024-11,1,0,2024-12-29,2,4,5,3354.0,17,57018.0,48126.16,Top,24.1
CUST_002928,2024-06-11,44,UK,Europe,Port Gabrielleton,Finance,Small Business,Business,Annual,12,588.88,ACH,0.0,91.7,29.0,66.0,10.4,6,Champion,8244.32,356.56,Organic Search,2024-06,1,0,2024-12-19,12,5,4,1012.22,19,19232.17,15995.05,Top,6.4
CUST_002929,2023-08-18,63,Australia,APAC,Russelltown,Finance,Small Business,Professional,Annual,12,182.33,ACH,5.0,53.9,14.4,15.0,8.2,16,Core,1349.83,927.71,Paid Search,2023-08,1,0,2024-11-28,33,2,3,263.34,14,3686.77,2844.37,Medium,12.4
CUST_002930,2024-02-06,31,USA,North America,Castilloport,Education,Small Business,Professional,Multi-Year,24,131.77,Credit Card,5.0,65.3,26.1,-1.0,13.2,10,Core,778.07,355.34,Partnership,2024-02,1,0,2024-12-14,17,4,3,220.13,17,3742.27,2862.56,Medium,14.7
