customer_id,churn_probability,predicted_churn,actual_churn,risk_segment,country,region,industry,company_size,subscription_plan,contract_type,monthly_recurring_revenue,support_tickets,usage_score,login_frequency,nps_score,tenure_months,days_since_last_transaction,total_transactions,total_revenue,total_profit
CUST_018104,0.999759,1,1,High Risk,Australia,APAC,Real Estate,Startup,Business,Annual,244.66,5.0,39.2,16.6,-11.0,16,307,15,5432.95,4376.69
CUST_007607,0.999759,1,1,High Risk,Germany,Europe,Retail,Small Business,Professional,Annual,115.62,1.0,50.9,16.1,2.0,9,244,15,2811.59,2209.15
CUST_019380,0.9997589,1,1,High Risk,Germany,Europe,Finance,Startup,Basic,Annual,30.12,9.0,23.2,4.4,11.0,10,116,18,836.72,496.31
CUST_019116,0.9997589,1,1,High Risk,UK,Europe,Finance,Startup,Professional,Annual,110.35,1.0,36.0,12.2,12.0,20,310,17,2853.98,2165.2
CUST_019535,0.99975866,1,1,High Risk,India,APAC,Finance,Startup,Basic,Monthly,24.71,6.0,28.3,13.7,-10.0,12,344,16,698.9,354.72
CUST_013397,0.99975806,1,1,High Risk,USA,North America,Finance,Startup,Basic,Annual,41.56,2.0,39.2,4.9,-21.0,13,353,16,1153.2,806.08
CUST_006867,0.9997571,1,1,High Risk,Other,LATAM,Education,Startup,Basic,Monthly,25.34,5.0,48.9,14.1,-10.0,24,500,19,674.91,338.72
CUST_019337,0.9997571,1,1,High Risk,UK,Europe,Technology,Startup,Basic,Monthly,23.24,6.0,13.3,2.8,-5.0,9,243,18,687.38,330.35
CUST_014793,0.999757,1,1,High Risk,Canada,North America,Other,Startup,Basic,Monthly,44.0,5.0,59.1,23.2,17.0,8,234,15,1058.4,789.7
CUST_006059,0.99975675,1,1,High Risk,Germany,Europe,Finance,Startup,Basic,Monthly,28.84,3.0,56.0,19.2,22.0,4,89,22,1117.71,717.14
CUST_013053,0.99975663,1,1,High Risk,USA,North America,Manufacturing,Small Business,Professional,Annual,140.59,9.0,60.8,16.5,-16.0,11,273,15,2894.92,2239.31
CUST_015443,0.9997564,1,1,High Risk,USA,North America,Technology,Startup,Professional,Annual,87.31,0.0,14.7,3.3,-35.0,10,248,15,1925.02,1437.94
CUST_019701,0.99975616,1,1,High Risk,USA,North America,Technology,Startup,Basic,Monthly,27.32,7.0,41.8,8.7,-3.0,14,401,19,934.23,514.37
CUST_002745,0.9997558,1,1,High Risk,USA,North America,Healthcare,Small Business,Professional,Annual,154.01,5.0,24.7,4.0,-27.0,5,107,18,4914.16,3871.28
CUST_006730,0.9997552,1,1,High Risk,Germany,Europe,Education,Small Business,Professional,Monthly,183.11,2.0,44.3,4.3,6.0,14,162,18,5290.54,4363.63
CUST_004536,0.9997552,1,1,High Risk,USA,North America,Manufacturing,Small Business,Professional,Annual,122.69,8.0,30.4,2.4,2.0,15,408,21,4090.97,3209.34
CUST_001641,0.9997552,1,1,High Risk,USA,North America,Finance,Small Business,Professional,Annual,179.56,7.0,33.7,7.2,-11.0,4,81,19,5827.35,4720.31
CUST_006082,0.9997546,1,1,High Risk,USA,North America,Technology,Startup,Basic,Monthly,25.76,1.0,34.4,15.3,30.0,16,311,19,751.55,412.58
CUST_019004,0.9997545,1,1,High Risk,USA,North America,Manufacturing,Startup,Basic,Annual,34.93,8.0,19.4,3.5,-14.0,6,158,16,967.79,570.19
CUST_012402,0.99975437,1,1,High Risk,USA,North America,Manufacturing,Startup,Professional,Annual,85.36,3.0,48.5,14.6,-3.0,15,202,14,1892.27,1440.2
CUST_007104,0.99975425,1,1,High Risk,UK,Europe,Healthcare,Small Business,Professional,Monthly,185.98,1.0,63.7,25.6,28.0,20,265,18,5187.08,4271.1
CUST_010467,0.99975413,1,1,High Risk,Canada,North America,Retail,Startup,Basic,Monthly,32.16,5.0,46.6,15.2,8.0,17,243,18,868.61,506.62
CUST_010721,0.99975413,1,1,High Risk,UK,Europe,Real Estate,Startup,Professional,Monthly,138.25,1.0,23.0,3.4,9.0,21,450,17,3381.11,2686.19
CUST_012265,0.99975413,1,1,High Risk,Australia,APAC,Manufacturing,Startup,Professional,Monthly,94.73,4.0,35.9,0.0,-30.0,17,368,21,3184.73,2440.36
CUST_003927,0.99975413,1,1,High Risk,USA,North America,Retail,Startup,Basic,Monthly,25.39,6.0,42.6,8.5,-24.0,8,117,19,869.85,498.79
CUST_012126,0.999754,1,1,High Risk,Canada,North America,Technology,Startup,Basic,Monthly,37.52,5.0,50.7,19.1,1.0,20,559,18,928.36,554.85
CUST_005550,0.9997539,1,1,High Risk,Other,MEA,Technology,Startup,Professional,Annual,80.37,3.0,25.8,7.6,-15.0,20,479,20,2191.33,1611.88
CUST_019851,0.99975294,1,1,High Risk,Australia,APAC,Real Estate,Small Business,Professional,Monthly,196.06,5.0,39.7,10.3,-14.0,21,290,17,4609.76,3703.31
CUST_002588,0.9997526,1,1,High Risk,Germany,Europe,Retail,Startup,Basic,Monthly,30.52,3.0,43.6,9.2,-13.0,21,291,17,752.25,461.81
CUST_000930,0.99975234,1,1,High Risk,USA,North America,Healthcare,Small Business,Basic,Monthly,38.14,5.0,22.7,11.3,-54.0,25,603,19,972.82,578.91
CUST_017003,0.999752,1,1,High Risk,Other,MEA,Technology,Mid-Market,Business,Monthly,952.22,3.0,51.5,12.5,4.0,14,256,17,26094.97,22108.31
CUST_015318,0.9997515,1,1,High Risk,USA,North America,Technology,Startup,Professional,Monthly,104.52,3.0,48.7,12.6,-36.0,6,169,20,3491.49,2680.32
CUST_005682,0.99975055,1,1,High Risk,UK,Europe,Manufacturing,Startup,Professional,Monthly,82.88,4.0,53.0,11.5,6.0,2,52,17,3171.77,2536.59
CUST_008773,0.99975055,1,1,High Risk,Other,MEA,Real Estate,Startup,Basic,Monthly,36.07,2.0,57.6,27.0,9.0,15,244,19,1074.14,641.26
CUST_004825,0.99975055,1,1,High Risk,USA,North America,Real Estate,Startup,Professional,Monthly,74.26,6.0,32.7,6.7,-21.0,24,540,19,1915.31,1420.86
CUST_009190,0.99975044,1,1,High Risk,UK,Europe,Healthcare,Small Business,Professional,Annual,127.23,3.0,46.9,11.4,-25.0,3,61,18,4099.45,3212.1
CUST_004732,0.9997502,1,1,High Risk,USA,North America,Technology,Small Business,Professional,Annual,151.94,3.0,25.8,9.7,-2.0,7,166,18,4582.36,3660.47
CUST_016503,0.9997501,1,1,High Risk,Canada,North America,Healthcare,Startup,Basic,Monthly,24.62,6.0,45.8,13.0,11.0,15,309,16,610.78,334.23
CUST_011320,0.99974984,1,1,High Risk,Other,LATAM,Technology,Startup,Basic,Monthly,29.89,6.0,64.6,29.8,-19.0,10,190,17,896.15,598.27
CUST_016889,0.99974984,1,1,High Risk,USA,North America,Real Estate,Startup,Professional,Annual,95.93,1.0,30.4,9.9,-10.0,21,568,22,2747.0,2041.89
CUST_010425,0.9997495,1,1,High Risk,Australia,APAC,Technology,Small Business,Professional,Monthly,178.79,8.0,45.5,11.7,28.0,4,99,18,5812.97,4633.38
CUST_012823,0.9997491,1,1,High Risk,USA,North America,Real Estate,Startup,Professional,Monthly,93.85,2.0,55.2,10.9,14.0,10,211,14,2303.66,1725.05
CUST_005671,0.9997491,1,1,High Risk,USA,North America,Technology,Startup,Basic,Annual,27.65,7.0,56.0,12.3,24.0,19,362,16,684.96,394.49
CUST_008515,0.99974793,1,1,High Risk,USA,North America,Finance,Startup,Basic,Annual,24.45,5.0,54.7,13.8,36.0,21,524,18,538.92,232.27
CUST_018013,0.9997477,1,1,High Risk,UK,Europe,Retail,Startup,Professional,Monthly,82.41,3.0,41.1,6.9,4.0,6,80,21,3096.77,2432.97
CUST_006998,0.99974746,1,1,High Risk,USA,North America,Manufacturing,Startup,Basic,Monthly,45.97,7.0,33.2,4.3,-33.0,17,207,15,1022.58,704.38
CUST_014152,0.999747,1,1,High Risk,India,APAC,Real Estate,Mid-Market,Professional,Multi-Year,285.73,4.0,66.4,18.2,45.0,15,344,23,9170.21,7447.22
CUST_002490,0.99974686,1,1,High Risk,USA,North America,Finance,Small Business,Professional,Monthly,170.78,5.0,54.9,10.8,11.0,19,304,17,4461.03,3584.2
CUST_009782,0.99974555,1,1,High Risk,UK,Europe,Other,Startup,Basic,Monthly,22.46,3.0,45.1,17.4,2.0,8,189,18,701.88,315.88
CUST_018578,0.9997452,1,1,High Risk,UK,Europe,Education,Small Business,Business,Annual,410.53,5.0,39.0,12.9,2.0,25,707,18,9983.64,8292.11
CUST_005591,0.9997451,1,1,High Risk,Germany,Europe,Manufacturing,Mid-Market,Business,Multi-Year,794.93,1.0,53.3,9.5,11.0,12,299,17,17226.57,14159.38
CUST_010315,0.9997446,1,1,High Risk,USA,North America,Other,Small Business,Professional,Monthly,112.36,6.0,49.0,7.4,13.0,12,162,24,3957.64,3040.2
CUST_011914,0.9997446,1,1,High Risk,USA,North America,Technology,Small Business,Professional,Annual,171.58,3.0,38.6,15.7,17.0,2,42,20,7322.18,5931.4
CUST_014553,0.9997446,1,1,High Risk,UK,Europe,Finance,Startup,Professional,Monthly,86.14,1.0,44.3,10.0,-3.0,4,86,18,3075.49,2389.43
CUST_012403,0.9997445,1,1,High Risk,USA,North America,Finance,Startup,Basic,Monthly,30.56,1.0,37.1,13.0,0.0,20,272,21,966.55,534.73
CUST_007887,0.99974364,1,1,High Risk,UK,Europe,Other,Startup,Professional,Monthly,101.68,4.0,40.0,18.0,-3.0,16,243,14,2406.66,1900.01
CUST_014740,0.9997435,1,1,High Risk,USA,North America,Education,Startup,Basic,Monthly,29.65,4.0,49.0,15.5,37.0,3,54,18,1118.53,698.12
CUST_015429,0.9997434,1,1,High Risk,UK,Europe,Technology,Startup,Basic,Monthly,25.8,2.0,68.9,23.6,18.0,19,551,19,721.0,367.11
CUST_005695,0.9997433,1,1,High Risk,Canada,North America,Healthcare,Startup,Basic,Monthly,43.85,7.0,64.1,12.7,5.0,19,216,16,1126.83,771.61
CUST_019760,0.99974304,1,1,High Risk,Other,LATAM,Education,Startup,Basic,Monthly,27.94,2.0,65.8,24.3,-10.0,7,163,17,773.0,448.44
CUST_010779,0.9997423,1,1,High Risk,USA,North America,Technology,Startup,Professional,Monthly,58.35,5.0,52.6,12.1,2.0,23,280,18,1657.05,1192.33
CUST_005666,0.999742,1,1,High Risk,Other,LATAM,Other,Startup,Basic,Monthly,33.58,4.0,51.6,18.4,-12.0,7,100,20,1189.72,748.36
CUST_007641,0.99974173,1,1,High Risk,USA,North America,Technology,Startup,Basic,Monthly,28.36,3.0,34.4,10.1,-2.0,18,328,21,926.7,538.21
CUST_019502,0.99974126,1,1,High Risk,Germany,Europe,Technology,Small Business,Professional,Monthly,146.27,4.0,46.8,17.6,-18.0,9,227,17,4325.17,3436.02
CUST_003757,0.999741,1,1,High Risk,Australia,APAC,Healthcare,Startup,Basic,Annual,34.42,7.0,56.0,13.5,-10.0,18,476,22,1040.01,586.85
CUST_008051,0.99974054,1,1,High Risk,Germany,Europe,Finance,Small Business,Professional,Annual,183.7,6.0,38.3,11.7,-13.0,24,197,18,4848.5,3870.22
CUST_009261,0.9997396,1,1,High Risk,India,APAC,Healthcare,Startup,Basic,Annual,32.4,4.0,54.7,16.0,-15.0,13,370,17,1015.51,657.68
CUST_012201,0.99973947,1,1,High Risk,USA,North America,Other,Small Business,Professional,Annual,94.02,0.0,35.5,12.1,37.0,5,96,20,3332.54,2551.16
CUST_015129,0.9997391,1,1,High Risk,UK,Europe,Finance,Startup,Professional,Monthly,89.11,7.0,32.6,9.2,-32.0,18,343,16,2195.66,1599.14
CUST_006087,0.999739,1,1,High Risk,UK,Europe,Education,Mid-Market,Enterprise,Annual,2849.02,3.0,48.5,9.8,-17.0,22,229,22,84138.98,70284.58
CUST_012077,0.9997385,1,1,High Risk,USA,North America,Manufacturing,Mid-Market,Business,Annual,1116.21,6.0,54.0,5.4,10.0,11,278,17,25247.19,20821.62
CUST_015605,0.9997383,1,1,High Risk,USA,North America,Education,Startup,Professional,Multi-Year,80.8,4.0,41.9,13.8,-10.0,22,281,19,2093.63,1529.62
CUST_011258,0.9997373,1,1,High Risk,USA,North America,Manufacturing,Startup,Basic,Annual,31.64,5.0,23.3,10.0,-23.0,3,68,15,782.04,479.99
CUST_015696,0.9997372,1,1,High Risk,Other,MEA,Healthcare,Small Business,Professional,Annual,111.32,4.0,65.6,15.6,23.0,4,101,21,4172.58,3210.51
CUST_005717,0.9997367,1,1,High Risk,Other,LATAM,Real Estate,Small Business,Basic,Annual,47.26,6.0,66.2,22.9,34.0,19,543,19,1195.83,785.75
CUST_011841,0.99973637,1,1,High Risk,UK,Europe,Manufacturing,Small Business,Business,Monthly,391.04,2.0,58.4,20.2,28.0,10,251,14,8648.49,7206.77
CUST_016449,0.99973613,1,1,High Risk,USA,North America,Manufacturing,Small Business,Enterprise,Multi-Year,1709.26,5.0,66.3,19.7,17.0,15,223,17,43432.03,36462.09
CUST_003514,0.9997358,1,1,High Risk,India,APAC,Technology,Startup,Basic,Annual,26.56,6.0,21.4,6.3,-17.0,4,87,16,783.11,476.34
CUST_007881,0.9997354,1,1,High Risk,India,APAC,Healthcare,Small Business,Professional,Monthly,94.87,5.0,43.5,10.0,-13.0,14,252,16,2580.35,1975.75
CUST_018147,0.9997353,1,1,High Risk,India,APAC,Finance,Mid-Market,Business,Multi-Year,794.72,5.0,51.9,12.6,-5.0,18,270,23,22322.23,18269.41
CUST_010706,0.99973494,1,1,High Risk,USA,North America,Retail,Startup,Basic,Monthly,27.94,7.0,39.5,10.8,22.0,9,178,16,726.69,354.64
CUST_015040,0.9997348,1,1,High Risk,USA,North America,Healthcare,Mid-Market,Business,Annual,1142.85,3.0,39.4,5.6,26.0,12,160,19,32954.21,27426.39
CUST_002934,0.9997348,1,1,High Risk,Australia,APAC,Technology,Small Business,Business,Multi-Year,451.46,4.0,35.9,8.7,-6.0,7,120,20,12605.05,10125.06
CUST_004028,0.99973434,1,1,High Risk,USA,North America,Manufacturing,Startup,Professional,Monthly,83.0,6.0,39.0,9.0,-37.0,7,107,22,3211.28,2426.29
CUST_006623,0.99973434,1,1,High Risk,USA,North America,Education,Startup,Business,Monthly,263.51,6.0,43.0,9.4,-21.0,12,232,16,7078.65,5895.46
CUST_008610,0.9997341,1,1,High Risk,Canada,North America,Retail,Small Business,Business,Annual,342.17,4.0,41.9,2.3,-15.0,15,342,15,8114.04,6797.97
CUST_012170,0.9997341,1,1,High Risk,Canada,North America,Finance,Startup,Basic,Annual,26.66,3.0,51.3,23.7,4.0,17,313,17,698.7,383.68
CUST_018253,0.999734,1,1,High Risk,USA,North America,Technology,Startup,Basic,Monthly,31.63,4.0,48.3,7.3,23.0,14,294,16,847.39,510.73
CUST_007535,0.99973375,1,1,High Risk,Germany,Europe,Retail,Startup,Professional,Monthly,92.07,4.0,47.9,7.0,-13.0,7,162,15,2200.91,1655.45
CUST_017067,0.9997336,1,1,High Risk,USA,North America,Healthcare,Startup,Basic,Monthly,27.98,6.0,41.1,10.0,-1.0,1,30,18,1131.65,749.31
CUST_001581,0.9997335,1,1,High Risk,USA,North America,Finance,Small Business,Business,Monthly,393.89,1.0,72.7,18.8,3.0,16,288,19,11768.44,9800.61
CUST_008799,0.9997334,1,1,High Risk,India,APAC,Manufacturing,Small Business,Basic,Monthly,42.43,5.0,44.5,13.6,-47.0,13,140,19,1383.24,1005.35
CUST_008276,0.99973315,1,1,High Risk,USA,North America,Retail,Small Business,Professional,Monthly,149.36,3.0,52.0,13.6,16.0,13,310,19,4519.72,3645.33
CUST_012030,0.99973255,1,1,High Risk,Germany,Europe,Retail,Small Business,Professional,Annual,125.6,6.0,41.8,7.8,6.0,13,260,14,2667.01,2079.93
CUST_003820,0.9997323,1,1,High Risk,USA,North America,Retail,Startup,Professional,Monthly,90.29,4.0,53.3,19.7,4.0,17,397,19,2741.15,2150.5
CUST_018629,0.9997322,1,1,High Risk,UK,Europe,Education,Small Business,Basic,Monthly,55.36,4.0,37.0,0.0,4.0,7,170,16,1618.94,1228.63
CUST_009256,0.99973184,1,1,High Risk,Canada,North America,Other,Startup,Professional,Monthly,63.99,3.0,34.0,11.9,1.0,21,302,16,1599.67,1165.39
CUST_003227,0.99973184,1,1,High Risk,USA,North America,Finance,Startup,Professional,Monthly,67.67,6.0,33.2,2.5,-33.0,17,368,18,1824.46,1301.14
CUST_004864,0.9997317,1,1,High Risk,USA,North America,Manufacturing,Startup,Basic,Annual,23.24,7.0,44.0,9.9,-2.0,18,503,15,411.75,119.9
CUST_015366,0.9997315,1,1,High Risk,USA,North America,Healthcare,Startup,Basic,Monthly,43.53,3.0,67.0,23.4,24.0,4,70,19,1543.84,1089.36
CUST_016774,0.99973124,1,1,High Risk,USA,North America,Technology,Small Business,Business,Annual,283.34,2.0,61.4,22.3,49.0,11,151,18,7396.8,6000.6
CUST_000595,0.999731,1,1,High Risk,Germany,Europe,Technology,Startup,Basic,Monthly,29.54,6.0,46.6,12.6,-32.0,14,149,22,1017.61,592.38
CUST_002947,0.9997303,1,1,High Risk,USA,North America,Education,Startup,Enterprise,Monthly,751.66,6.0,26.0,8.0,-21.0,13,232,15,18633.94,15875.43
CUST_008452,0.9997303,1,1,High Risk,USA,North America,Technology,Small Business,Business,Annual,281.4,7.0,36.2,11.7,-26.0,8,103,17,8575.06,7085.89
CUST_009113,0.99973005,1,1,High Risk,India,APAC,Education,Startup,Professional,Annual,80.67,3.0,22.9,0.0,-8.0,14,144,22,2981.71,2233.42
CUST_007964,0.99973005,1,1,High Risk,Germany,Europe,Real Estate,Small Business,Professional,Annual,205.12,9.0,33.4,11.2,-8.0,10,220,16,4921.41,4009.23
CUST_019416,0.9997297,1,1,High Risk,USA,North America,Manufacturing,Startup,Professional,Monthly,70.89,6.0,44.9,15.4,-7.0,19,242,15,1676.45,1220.96
CUST_012094,0.99972874,1,1,High Risk,USA,North America,Real Estate,Small Business,Business,Annual,411.43,6.0,31.2,13.8,7.0,10,182,18,12337.43,10388.37
CUST_009592,0.9997279,1,1,High Risk,India,APAC,Other,Startup,Professional,Monthly,81.98,5.0,59.9,16.1,-2.0,7,145,20,3089.89,2389.42
CUST_005746,0.9997271,1,1,High Risk,USA,North America,Manufacturing,Startup,Professional,Monthly,76.0,4.0,39.0,3.6,10.0,8,202,13,1623.88,1125.76
CUST_018983,0.9997271,1,1,High Risk,Canada,North America,Finance,Startup,Basic,Monthly,28.31,3.0,51.0,14.2,-2.0,17,459,15,632.91,368.46
CUST_013428,0.99972695,1,1,High Risk,Australia,APAC,Finance,Small Business,Business,Monthly,345.81,7.0,46.5,15.5,-23.0,20,287,20,11086.14,9287.13
CUST_019290,0.99972683,1,1,High Risk,Germany,Europe,Technology,Small Business,Professional,Monthly,91.93,3.0,48.2,16.6,-7.0,6,111,17,2841.62,2227.49
CUST_006433,0.9997266,1,1,High Risk,USA,North America,Education,Startup,Basic,Monthly,33.72,2.0,63.8,13.5,10.0,12,227,19,1061.03,647.7
CUST_010103,0.99972576,1,1,High Risk,India,APAC,Technology,Startup,Professional,Monthly,59.32,4.0,39.6,10.7,3.0,18,267,14,1364.79,996.92
CUST_018506,0.9997253,1,1,High Risk,USA,North America,Manufacturing,Small Business,Basic,Annual,33.53,9.0,26.6,0.0,6.0,11,217,16,766.87,432.09
CUST_011430,0.99972373,1,1,High Risk,USA,North America,Healthcare,Startup,Professional,Monthly,86.31,5.0,24.8,9.4,22.0,23,364,18,2101.44,1534.83
CUST_019255,0.9997236,1,1,High Risk,Australia,APAC,Finance,Startup,Professional,Annual,121.61,5.0,38.0,15.7,-44.0,17,157,19,3853.63,3071.77
CUST_002951,0.9997234,1,1,High Risk,USA,North America,Healthcare,Small Business,Professional,Monthly,142.3,4.0,29.8,0.7,-22.0,8,213,19,4439.0,3533.14
CUST_010969,0.9997228,1,1,High Risk,USA,North America,Manufacturing,Startup,Professional,Monthly,58.26,4.0,40.0,12.3,-9.0,23,591,18,1334.11,890.78
CUST_012546,0.9997228,1,1,High Risk,UK,Europe,Retail,Small Business,Professional,Annual,201.24,5.0,40.0,13.2,-12.0,10,92,21,6416.25,5188.96
CUST_011001,0.99972266,1,1,High Risk,Canada,North America,Retail,Startup,Basic,Monthly,23.6,3.0,23.1,10.8,-36.0,25,633,19,512.38,174.01
CUST_003017,0.99972206,1,1,High Risk,USA,North America,Finance,Small Business,Business,Monthly,440.04,3.0,56.0,14.9,20.0,16,310,15,10830.12,9076.89
CUST_007172,0.9997218,1,1,High Risk,Australia,APAC,Technology,Startup,Basic,Annual,20.74,9.0,31.2,11.3,18.0,16,400,17,513.16,222.22
CUST_015960,0.9997218,1,1,High Risk,USA,North America,Technology,Startup,Professional,Monthly,85.49,7.0,36.6,18.4,-27.0,11,234,14,1931.31,1443.52
CUST_000166,0.9997212,1,1,High Risk,USA,North America,Manufacturing,Small Business,Business,Annual,390.46,6.0,53.5,11.5,8.0,18,275,16,9362.36,7772.17
CUST_002946,0.9997211,1,1,High Risk,Germany,Europe,Technology,Small Business,Basic,Monthly,37.11,5.0,59.9,18.0,-2.0,12,290,14,855.56,538.64
CUST_010507,0.9997211,1,1,High Risk,USA,North America,Finance,Startup,Basic,Monthly,31.44,5.0,39.3,6.6,30.0,12,155,21,1083.85,651.82
CUST_019525,0.999721,1,1,High Risk,USA,North America,Other,Startup,Basic,Monthly,34.92,6.0,48.8,11.6,4.0,6,145,16,979.14,665.6
CUST_004332,0.999721,1,1,High Risk,USA,North America,Manufacturing,Mid-Market,Enterprise,Annual,4134.38,5.0,30.7,4.3,-4.0,15,249,17,97802.46,82572.05
CUST_014063,0.9997209,1,1,High Risk,USA,North America,Technology,Startup,Professional,Monthly,115.33,8.0,34.2,7.4,-4.0,14,214,14,2496.18,1978.86
CUST_002269,0.99972075,1,1,High Risk,USA,North America,Technology,Startup,Professional,Monthly,81.2,5.0,51.5,9.9,14.0,12,129,19,2651.26,2037.01
CUST_002807,0.9997197,1,1,High Risk,Germany,Europe,Retail,Startup,Professional,Monthly,109.45,3.0,55.4,23.7,13.0,24,333,18,2915.11,2278.6
CUST_004827,0.99971956,1,1,High Risk,USA,North America,Retail,Startup,Professional,Monthly,75.51,7.0,57.4,16.0,-25.0,24,652,18,1810.33,1298.02
CUST_012601,0.99971956,1,1,High Risk,Other,LATAM,Healthcare,Small Business,Professional,Annual,170.07,2.0,76.4,25.7,38.0,13,273,18,4551.59,3625.34
CUST_015056,0.99971956,1,1,High Risk,USA,North America,Real Estate,Startup,Basic,Monthly,24.96,6.0,40.7,12.9,3.0,25,620,20,640.68,277.73
CUST_000732,0.99971944,1,1,High Risk,Germany,Europe,Manufacturing,Small Business,Professional,Monthly,173.15,1.0,74.2,21.7,6.0,8,152,20,5935.16,4796.83
CUST_015377,0.9997192,1,1,High Risk,USA,North America,Manufacturing,Small Business,Professional,Monthly,152.83,2.0,62.6,18.5,24.0,7,163,20,5165.99,4125.29
CUST_008243,0.9997191,1,1,High Risk,USA,North America,Finance,Startup,Basic,Monthly,28.3,3.0,62.7,15.1,-14.0,15,266,16,766.19,374.07
CUST_011407,0.9997185,1,1,High Risk,Canada,North America,Manufacturing,Small Business,Professional,Monthly,148.79,4.0,33.0,5.0,-28.0,11,141,21,4508.59,3472.4
CUST_016284,0.99971837,1,1,High Risk,USA,North America,Retail,Small Business,Professional,Annual,133.19,0.0,47.7,13.8,-22.0,23,667,18,2867.34,2183.19
CUST_013575,0.9997178,1,1,High Risk,India,APAC,Real Estate,Small Business,Professional,Multi-Year,116.52,3.0,41.7,15.6,-26.0,5,139,19,3461.18,2632.99
CUST_015956,0.9997174,1,1,High Risk,USA,North America,Real Estate,Startup,Basic,Monthly,31.09,4.0,41.6,7.5,12.0,6,148,21,1129.73,627.68
CUST_017608,0.9997174,1,1,High Risk,USA,North America,Manufacturing,Startup,Professional,Monthly,81.23,4.0,41.9,4.1,9.0,15,125,19,2611.86,1980.04
CUST_019952,0.99971706,1,1,High Risk,USA,North America,Real Estate,Startup,Basic,Monthly,44.93,2.0,31.1,12.8,19.0,10,189,17,1157.58,724.14
CUST_012880,0.9997166,1,1,High Risk,USA,North America,Technology,Startup,Professional,Monthly,83.75,7.0,41.0,5.4,-1.0,6,114,20,2819.96,2133.93
CUST_002876,0.9997166,1,1,High Risk,USA,North America,Technology,Startup,Basic,Monthly,21.26,1.0,47.6,6.0,-4.0,13,149,17,576.59,259.88
CUST_011409,0.99971646,1,1,High Risk,USA,North America,Finance,Startup,Professional,Annual,71.29,7.0,40.6,11.1,-7.0,16,424,21,2065.29,1558.3
CUST_002168,0.99971634,1,1,High Risk,Germany,Europe,Education,Startup,Basic,Annual,32.45,9.0,35.5,2.5,-16.0,8,90,19,1092.79,644.38
CUST_011450,0.999716,1,1,High Risk,Canada,North America,Retail,Startup,Basic,Annual,31.94,9.0,37.5,6.0,-33.0,24,670,20,736.71,356.06
CUST_004108,0.99971586,1,1,High Risk,UK,Europe,Real Estate,Startup,Professional,Annual,86.83,3.0,28.0,5.0,-17.0,3,56,20,3257.21,2463.88
CUST_002725,0.99971575,1,1,High Risk,USA,North America,Technology,Mid-Market,Professional,Multi-Year,335.7,5.0,45.9,12.4,-31.0,19,351,20,8997.84,7242.36
CUST_009873,0.9997155,1,1,High Risk,Australia,APAC,Retail,Small Business,Business,Annual,370.48,4.0,64.7,18.6,20.0,22,560,19,8573.84,7095.99
CUST_018274,0.9997155,1,1,High Risk,USA,North America,Technology,Startup,Basic,Monthly,31.51,8.0,41.3,10.2,-12.0,8,178,16,843.77,555.88
CUST_008082,0.99971527,1,1,High Risk,Germany,Europe,Technology,Startup,Business,Annual,241.45,2.0,51.3,19.1,24.0,22,454,17,5320.42,4364.32
CUST_015648,0.99971515,1,1,High Risk,USA,North America,Manufacturing,Startup,Professional,Monthly,74.52,10.0,45.2,13.1,5.0,23,344,18,1940.58,1402.17
CUST_010684,0.99971455,1,1,High Risk,Germany,Europe,Education,Startup,Basic,Annual,30.87,6.0,32.9,15.5,15.0,15,150,20,1006.89,539.73
CUST_008436,0.99971443,1,1,High Risk,UK,Europe,Real Estate,Startup,Basic,Monthly,31.2,7.0,46.7,18.5,-2.0,14,332,16,821.19,442.68
CUST_007520,0.9997142,1,1,High Risk,USA,North America,Other,Small Business,Business,Monthly,382.57,5.0,30.8,6.2,-17.0,17,207,16,9568.54,7921.15
CUST_006644,0.99971396,1,1,High Risk,USA,North America,Real Estate,Startup,Basic,Monthly,27.69,6.0,15.7,6.9,-7.0,20,347,14,579.36,329.95
CUST_007101,0.9997137,1,1,High Risk,Australia,APAC,Technology,Startup,Professional,Monthly,85.93,6.0,38.0,16.7,3.0,23,547,18,2045.42,1545.71
CUST_008248,0.9997135,1,1,High Risk,USA,North America,Real Estate,Small Business,Professional,Monthly,175.19,4.0,29.7,8.2,-27.0,2,33,19,6621.21,5313.33
CUST_001564,0.99971336,1,1,High Risk,USA,North America,Real Estate,Startup,Professional,Monthly,100.57,5.0,36.1,10.4,6.0,5,75,19,3436.53,2646.11
CUST_016450,0.99971336,1,1,High Risk,UK,Europe,Manufacturing,Small Business,Professional,Monthly,154.29,6.0,41.8,15.8,-9.0,4,73,16,4912.51,3917.83
CUST_007754,0.9997123,1,1,High Risk,Canada,North America,Retail,Startup,Professional,Monthly,80.58,5.0,53.1,22.6,6.0,21,289,17,2092.93,1493.13
CUST_004044,0.99971217,1,1,High Risk,UK,Europe,Healthcare,Startup,Basic,Monthly,25.17,3.0,44.6,14.4,-12.0,15,366,21,925.72,568.9
CUST_013771,0.99971217,1,1,High Risk,Canada,North America,Manufacturing,Small Business,Basic,Annual,46.75,4.0,56.0,12.8,2.0,5,91,23,1926.65,1303.57
CUST_018949,0.99971193,1,1,High Risk,Other,LATAM,Healthcare,Startup,Basic,Monthly,29.61,2.0,81.3,22.3,26.0,13,313,22,1091.63,625.4
