customer_id,rfm_segment,recency,frequency,monetary,average_order_value,rfm_score,customer_lifetime_value,usage_score,login_frequency,nps_score,support_tickets,subscription_plan,contract_type,country
CUST_002154,Big Spenders,83,10,160620.25,16062.025,215,469743.49,56.0,28.5,20.0,5.0,Enterprise,Annual,USA
CUST_013669,Big Spenders,88,13,160407.39,12339.03,125,194253.22,89.9,17.3,35.0,2.0,Enterprise,Multi-Year,UK
CUST_011105,Big Spenders,64,14,160214.58000000002,11443.898571428572,225,521783.36,89.2,31.0,26.0,3.0,Enterprise,Annual,India
CUST_001794,At Risk High Value,52,19,160081.06,8425.318947368422,255,448608.6,100.0,29.4,23.0,3.0,Enterprise,Multi-Year,USA
CUST_013491,Big Spenders,56,14,160029.72,11430.694285714286,225,249877.03,96.7,29.5,39.0,1.0,Enterprise,Multi-Year,Canada
CUST_002703,At Risk High Value,55,17,159385.05,9375.591176470587,245,170483.7,59.8,24.4,-14.0,4.0,Enterprise,Annual,USA
CUST_000319,Big Spenders,159,15,158832.16,10588.810666666666,125,66333.24,54.4,20.5,27.0,2.0,Enterprise,Annual,USA
CUST_016059,At Risk High Value,61,16,158828.04,9926.7525,245,644701.58,90.5,26.8,59.0,0.0,Enterprise,Annual,USA
CUST_008172,Big Spenders,63,13,158702.16,12207.858461538463,225,349329.37,97.7,31.0,14.0,1.0,Enterprise,Annual,Canada
CUST_003202,Big Spenders,47,14,158583.95,11327.425000000001,225,598138.06,96.2,29.4,44.0,0.0,Enterprise,Multi-Year,USA
CUST_004943,Big Spenders,45,12,158467.18,13205.598333333333,215,145099.86,68.7,16.9,26.0,2.0,Enterprise,Multi-Year,Australia
CUST_011749,Big Spenders,53,15,158191.15,10546.076666666666,235,154711.44,72.1,16.1,9.0,4.0,Enterprise,Annual,USA
CUST_006798,At Risk High Value,46,17,157921.1,9289.476470588235,245,96569.03,53.6,21.5,53.0,3.0,Enterprise,Multi-Year,USA
CUST_000098,Big Spenders,79,13,157853.81,12142.600769230768,215,392938.71,80.7,20.6,22.0,3.0,Enterprise,Multi-Year,UK
CUST_005752,At Risk High Value,49,17,156954.07,9232.592352941178,245,586276.16,88.0,29.3,44.0,2.0,Enterprise,Multi-Year,Germany
CUST_010134,Big Spenders,55,14,156658.76,11189.91142857143,225,223247.66,73.5,23.5,3.0,2.0,Enterprise,Multi-Year,UK
CUST_003634,Big Spenders,57,15,156475.33,10431.688666666665,225,117349.51,65.3,20.9,16.0,3.0,Enterprise,Multi-Year,Canada
CUST_015439,Big Spenders,53,15,155769.23,10384.615333333333,235,710204.53,100.0,26.0,20.0,2.0,Enterprise,Annual,Canada
CUST_012405,Big Spenders,55,15,155723.2,10381.546666666667,235,82959.54,64.7,25.8,3.0,5.0,Enterprise,Annual,USA
CUST_006526,Big Spenders,113,16,155246.1,9702.88125,135,373701.0,92.0,26.1,11.0,3.0,Enterprise,Annual,Canada
CUST_015297,Big Spenders,57,13,155046.59,11926.66076923077,225,288143.31,87.7,27.1,69.0,5.0,Enterprise,Annual,UK
CUST_010165,Big Spenders,98,16,154817.4,9676.0875,135,251746.11,79.5,23.1,34.0,2.0,Enterprise,Multi-Year,Australia
CUST_014160,Big Spenders,77,11,154554.42,14050.40181818182,215,453707.2,81.1,23.4,-5.0,4.0,Enterprise,Multi-Year,USA
CUST_013281,Big Spenders,61,15,154477.11,10298.473999999998,235,322226.72,81.1,25.8,28.0,2.0,Enterprise,Multi-Year,UK
CUST_002713,At Risk High Value,478,20,154448.74,7722.437,155,130620.9,76.6,24.4,22.0,8.0,Enterprise,Annual,Canada
CUST_004519,Big Spenders,70,13,154445.84,11880.44923076923,215,541068.26,82.9,21.3,30.0,3.0,Enterprise,Annual,USA
CUST_001985,Big Spenders,68,12,154429.26,12869.105000000001,215,317304.12,77.9,18.9,42.0,3.0,Enterprise,Multi-Year,USA
CUST_009120,At Risk High Value,47,21,153666.81,7317.467142857143,255,10413.3,61.6,16.7,-7.0,3.0,Enterprise,Monthly,UK
CUST_002115,Big Spenders,105,12,153076.68,12756.39,115,113004.68,48.4,20.1,16.0,4.0,Enterprise,Annual,Canada
CUST_014900,Big Spenders,52,14,153038.59,10931.327857142856,225,106985.44,75.9,25.0,-6.0,6.0,Enterprise,Multi-Year,UK
CUST_008435,Big Spenders,46,14,152311.97,10879.426428571429,225,437248.8,93.3,23.7,73.0,4.0,Enterprise,Multi-Year,UK
CUST_014212,Big Spenders,47,13,152293.87,11714.913076923076,225,134575.48,67.9,19.8,28.0,4.0,Enterprise,Monthly,USA
CUST_002761,Big Spenders,59,15,151995.84,10133.056,225,249948.9,65.8,21.6,14.0,2.0,Enterprise,Multi-Year,USA
CUST_003412,Big Spenders,62,13,150924.89,11609.606923076924,215,517272.41,83.8,19.5,33.0,1.0,Enterprise,Annual,Germany
CUST_006198,Big Spenders,459,12,150092.95,12507.745833333334,115,355180.86,78.9,19.1,27.0,2.0,Enterprise,Annual,USA
CUST_002699,Big Spenders,57,13,149469.18,11497.629230769231,215,13035.13,53.0,7.1,-22.0,9.0,Enterprise,Annual,USA
CUST_018445,Big Spenders,57,12,149297.22,12441.435,215,281693.14,77.7,23.3,19.0,3.0,Enterprise,Annual,USA
CUST_019329,Big Spenders,48,13,149015.88,11462.76,225,148429.77,74.0,24.1,13.0,5.0,Enterprise,Multi-Year,UK
CUST_014748,Big Spenders,51,16,148968.83,9310.551875,235,162352.49,84.9,20.9,54.0,1.0,Enterprise,Annual,Germany
CUST_018427,Big Spenders,85,13,148612.47,11431.728461538461,225,449617.2,100.0,28.5,54.0,3.0,Enterprise,Annual,UK
CUST_011761,Big Spenders,65,11,148215.25,13474.113636363636,215,334694.34,75.5,17.5,36.0,2.0,Enterprise,Annual,Canada
CUST_019650,Big Spenders,46,13,148095.2,11391.938461538462,225,180854.52,68.1,20.4,46.0,1.0,Enterprise,Multi-Year,India
CUST_012004,Big Spenders,178,12,147913.37,12326.114166666666,115,90050.07,62.5,23.8,7.0,4.0,Enterprise,Monthly,Canada
CUST_019328,At Risk High Value,53,17,147846.05,8696.826470588234,245,475307.15,87.2,25.1,41.0,1.0,Enterprise,Multi-Year,Germany
CUST_007017,Big Spenders,62,13,147726.53,11363.57923076923,215,739931.34,85.0,23.2,31.0,4.0,Enterprise,Monthly,USA
CUST_008928,Big Spenders,57,15,147531.05,9835.403333333332,235,265382.96,76.6,22.9,23.0,3.0,Enterprise,Annual,UK
CUST_018289,Big Spenders,61,13,147467.3,11343.638461538461,225,657457.24,74.2,17.2,24.0,1.0,Enterprise,Annual,UK
CUST_016001,At Risk High Value,59,18,147395.36,8188.63111111111,255,521075.12,89.5,31.0,30.0,3.0,Enterprise,Monthly,USA
CUST_013504,Big Spenders,62,13,146473.37,11267.182307692306,225,243266.48,79.9,21.8,18.0,4.0,Enterprise,Multi-Year,Canada
CUST_016000,Big Spenders,86,13,146400.44,11261.572307692308,125,237967.4,82.2,20.7,30.0,2.0,Enterprise,Multi-Year,India
CUST_001410,Big Spenders,46,15,145810.75,9720.716666666667,225,82486.4,69.2,24.8,-9.0,7.0,Enterprise,Multi-Year,USA
CUST_016014,Big Spenders,54,13,145092.62,11160.97076923077,225,410591.9,71.7,19.7,36.0,1.0,Enterprise,Multi-Year,Canada
CUST_001580,Big Spenders,45,15,144882.24,9658.815999999999,325,144232.66,63.3,14.1,34.0,3.0,Enterprise,Multi-Year,Australia
CUST_007534,At Risk High Value,50,20,144690.32,7234.5160000000005,255,12065.7,46.8,13.9,32.0,6.0,Enterprise,Multi-Year,USA
CUST_012776,Big Spenders,47,11,144472.09,13133.826363636363,215,284881.74,80.3,25.4,34.0,1.0,Enterprise,Annual,USA
CUST_017900,Big Spenders,68,13,144452.99,11111.76846153846,225,114918.06,75.0,25.9,-4.0,0.0,Enterprise,Annual,USA
CUST_011483,At Risk High Value,242,21,144108.28,6862.299047619048,155,19695.12,60.7,10.3,14.0,3.0,Enterprise,Annual,USA
CUST_003384,Big Spenders,65,15,143827.22,9588.481333333333,225,427905.32,83.1,29.0,16.0,3.0,Enterprise,Annual,India
CUST_013167,Big Spenders,47,15,143740.92,9582.728000000001,235,86108.46,53.4,19.1,26.0,2.0,Enterprise,Annual,USA
CUST_002118,Big Spenders,455,12,143368.29,11947.3575,115,267148.64,78.8,23.7,4.0,3.0,Enterprise,Annual,USA
CUST_018404,At Risk High Value,52,17,143067.48,8415.73411764706,245,57941.59,77.6,27.2,32.0,1.0,Enterprise,Annual,USA
CUST_017969,Big Spenders,50,14,142594.21,10185.300714285713,225,606050.26,90.7,18.0,54.0,1.0,Enterprise,Monthly,USA
CUST_002884,Big Spenders,70,13,142476.17,10959.705384615385,215,352599.21,72.1,27.5,32.0,3.0,Enterprise,Annual,USA
CUST_012457,At Risk High Value,237,18,142185.19,7899.177222222223,155,43924.95,59.7,19.0,4.0,2.0,Enterprise,Monthly,Other
CUST_010259,Big Spenders,114,12,142100.14,11841.678333333335,115,569046.48,100.0,25.1,40.0,2.0,Enterprise,Multi-Year,UK
CUST_016119,Big Spenders,50,13,142002.08,10923.236923076922,225,260242.71,64.7,23.3,44.0,2.0,Enterprise,Annual,USA
CUST_000628,Big Spenders,59,15,141883.8,9458.92,225,324806.54,76.9,28.8,34.0,2.0,Enterprise,Annual,USA
CUST_004407,Big Spenders,51,14,141850.46,10132.175714285713,225,76115.22,60.9,16.6,-7.0,9.0,Enterprise,Annual,UK
CUST_007635,At Risk High Value,53,19,140690.51,7404.763684210527,255,9783.3,31.1,5.5,-44.0,4.0,Enterprise,Annual,USA
CUST_009079,Big Spenders,79,9,140565.27,15618.363333333333,215,479166.65,75.5,21.7,28.0,0.0,Enterprise,Multi-Year,Australia
CUST_015877,Big Spenders,116,8,140161.59,17520.19875,115,207073.67,62.0,22.9,-12.0,7.0,Enterprise,Monthly,Australia
CUST_007206,Big Spenders,68,10,139403.74,13940.374,215,814361.79,82.3,29.3,88.0,0.0,Enterprise,Multi-Year,India
CUST_003910,Big Spenders,82,12,138596.01,11549.667500000001,215,394213.02,84.0,21.6,27.0,1.0,Enterprise,Annual,Other
CUST_009508,Big Spenders,48,13,138248.49,10634.49923076923,225,216060.21,69.9,23.1,20.0,3.0,Enterprise,Annual,India
CUST_004867,Big Spenders,55,13,138048.39,10619.106923076924,215,134078.82,71.0,24.6,-14.0,2.0,Enterprise,Multi-Year,Australia
CUST_015106,Big Spenders,59,14,138038.16,9859.868571428571,225,196335.83,55.4,18.9,34.0,1.0,Enterprise,Annual,UK
CUST_013659,Big Spenders,63,13,137621.03,10586.233076923078,225,147505.1,55.8,29.3,8.0,6.0,Enterprise,Multi-Year,India
CUST_017052,Big Spenders,55,12,137516.63,11459.719166666668,215,734194.49,92.0,22.9,75.0,1.0,Enterprise,Monthly,USA
CUST_010202,Big Spenders,47,12,137368.49,11447.374166666666,215,743823.43,98.0,31.0,59.0,2.0,Enterprise,Annual,Canada
CUST_002068,Big Spenders,52,12,137287.5,11440.625,215,189489.92,58.4,19.5,43.0,4.0,Enterprise,Annual,USA
CUST_011386,Big Spenders,70,13,137133.18,10548.706153846153,225,704536.58,82.2,28.9,25.0,0.0,Enterprise,Annual,USA
CUST_002087,Big Spenders,208,13,136706.48,10515.883076923077,115,61887.36,74.9,20.9,-19.0,3.0,Enterprise,Multi-Year,USA
CUST_007849,Big Spenders,55,15,136384.24,9092.282666666666,235,74076.18,67.9,19.8,38.0,1.0,Enterprise,Multi-Year,Australia
CUST_014074,Big Spenders,129,11,136366.45,12396.95,115,328815.98,68.9,20.7,28.0,6.0,Enterprise,Monthly,India
CUST_011029,Big Spenders,77,12,136132.65,11344.387499999999,215,737329.69,100.0,31.0,77.0,1.0,Enterprise,Annual,USA
CUST_004497,Big Spenders,60,12,136087.52,11340.626666666665,215,730174.56,83.0,20.8,66.0,2.0,Enterprise,Monthly,Germany
CUST_003707,Big Spenders,54,11,135859.92,12350.90181818182,215,298725.01,71.1,26.7,54.0,4.0,Enterprise,Multi-Year,USA
CUST_010878,Big Spenders,74,11,135546.37,12322.397272727272,215,710306.27,91.7,29.2,44.0,1.0,Enterprise,Annual,USA
CUST_016373,At Risk High Value,50,18,135060.23,7503.346111111112,255,48270.91,74.1,20.7,25.0,4.0,Enterprise,Annual,Canada
CUST_002111,Big Spenders,53,11,134649.79,12240.890000000001,215,725823.17,85.4,26.2,50.0,0.0,Enterprise,Multi-Year,USA
CUST_004388,Big Spenders,92,8,134639.43,16829.92875,115,417571.43,92.4,25.8,30.0,1.0,Enterprise,Monthly,Germany
CUST_008406,At Risk High Value,58,18,133776.88,7432.048888888889,245,101720.11,55.0,16.7,31.0,5.0,Enterprise,Multi-Year,UK
CUST_013290,Big Spenders,54,12,132952.93,11079.410833333333,215,601540.28,89.9,23.9,47.0,2.0,Enterprise,Multi-Year,USA
CUST_018356,Big Spenders,79,10,132893.69,13289.369,215,193953.49,69.1,20.8,60.0,1.0,Enterprise,Monthly,Germany
CUST_003730,At Risk High Value,109,17,132506.02,7794.4717647058815,145,56866.93,77.7,17.9,36.0,2.0,Enterprise,Monthly,USA
CUST_005858,Big Spenders,68,14,132466.22,9461.872857142856,225,157016.47,62.3,19.2,7.0,1.0,Enterprise,Multi-Year,USA
CUST_015361,At Risk High Value,59,17,132248.43,7779.319411764705,245,196941.39,63.8,20.9,46.0,3.0,Enterprise,Multi-Year,UK
CUST_010171,Big Spenders,120,11,131383.95,11943.995454545455,115,337154.35,73.2,27.2,46.0,5.0,Enterprise,Multi-Year,India
CUST_002879,Big Spenders,50,13,131037.5,10079.807692307691,215,255506.81,78.5,25.6,31.0,3.0,Enterprise,Multi-Year,India
CUST_017812,Big Spenders,60,13,130889.86,10068.450769230769,225,272221.21,72.2,19.1,0.0,1.0,Enterprise,Annual,UK
CUST_009403,Big Spenders,50,12,130715.89,10892.990833333333,215,221347.32,88.6,25.8,27.0,2.0,Enterprise,Multi-Year,Australia
CUST_016122,Big Spenders,55,13,130625.45999999999,10048.112307692307,225,87828.73,53.6,25.5,-2.0,5.0,Enterprise,Annual,Canada
CUST_004097,Big Spenders,61,14,130485.95999999999,9320.425714285713,225,592022.18,98.0,31.0,37.0,2.0,Enterprise,Multi-Year,USA
CUST_014515,Big Spenders,50,13,130378.35,10029.103846153846,225,576681.06,100.0,27.8,60.0,1.0,Enterprise,Annual,UK
CUST_009132,Big Spenders,64,10,130375.13,13037.513,215,97268.26,71.4,22.2,6.0,0.0,Enterprise,Annual,USA
CUST_009973,At Risk High Value,53,17,129960.95,7644.761764705882,245,48634.53,51.2,17.3,1.0,2.0,Enterprise,Annual,USA
CUST_007446,Big Spenders,46,13,129565.34,9966.564615384616,215,99932.65,70.4,16.3,17.0,7.0,Enterprise,Annual,UK
CUST_012437,Big Spenders,55,10,129346.34,12934.634,215,451180.7,94.4,31.0,6.0,3.0,Enterprise,Monthly,Other
CUST_004801,At Risk High Value,52,17,129191.06,7599.474117647059,245,345395.92,75.2,17.4,54.0,0.0,Enterprise,Multi-Year,USA
CUST_015854,Big Spenders,48,13,128270.82,9866.986153846154,225,139548.87,82.5,22.2,1.0,2.0,Enterprise,Multi-Year,UK
CUST_016327,Big Spenders,90,12,128025.16,10668.763333333334,115,716981.84,83.7,28.0,24.0,3.0,Enterprise,Annual,USA
CUST_019172,Big Spenders,49,12,128001.16,10666.763333333334,215,162668.28,78.5,23.2,43.0,2.0,Enterprise,Multi-Year,Other
CUST_001819,Big Spenders,54,12,127826.38,10652.198333333334,215,64315.61,64.9,16.1,12.0,4.0,Enterprise,Multi-Year,Australia
CUST_013600,Big Spenders,48,14,127710.26,9122.161428571428,225,308195.04,92.6,28.5,40.0,0.0,Enterprise,Multi-Year,Germany
CUST_016588,Big Spenders,71,13,127474.64,9805.741538461538,225,252373.43,57.8,17.8,36.0,1.0,Enterprise,Multi-Year,USA
CUST_010400,Big Spenders,135,10,127218.37,12721.837,115,662336.37,86.0,31.0,18.0,2.0,Enterprise,Monthly,USA
CUST_000844,Big Spenders,101,14,127209.16,9086.368571428571,125,315445.2,95.8,31.0,32.0,5.0,Enterprise,Multi-Year,UK
CUST_006390,Big Spenders,54,13,126849.81,9757.677692307692,215,572062.49,96.6,25.0,62.0,5.0,Enterprise,Multi-Year,Germany
CUST_008565,Big Spenders,73,9,126670.78,14074.531111111111,215,132899.65,62.3,18.6,-2.0,4.0,Enterprise,Monthly,Canada
CUST_001250,At Risk High Value,54,18,126477.95999999999,7026.553333333333,245,80799.22,94.0,26.3,29.0,2.0,Enterprise,Monthly,India
CUST_010705,Big Spenders,75,12,126413.07,10534.4225,215,94394.05,73.2,15.0,-5.0,6.0,Enterprise,Monthly,USA
CUST_003693,Big Spenders,50,13,126394.2,9722.63076923077,215,353602.4,99.3,31.0,18.0,2.0,Enterprise,Multi-Year,Canada
CUST_006747,Big Spenders,78,11,126116.8,11465.163636363637,215,403772.21,82.6,22.7,-1.0,3.0,Enterprise,Annual,USA
CUST_011763,Big Spenders,152,10,126020.17,12602.017,115,114475.05,69.5,21.2,-5.0,2.0,Enterprise,Annual,Germany
CUST_005579,Big Spenders,69,13,125900.8,9684.676923076924,215,284655.94,98.2,21.2,43.0,3.0,Enterprise,Annual,USA
CUST_010204,At Risk High Value,45,17,125630.15,7390.0088235294115,245,22537.9,51.4,12.0,-5.0,6.0,Enterprise,Annual,Australia
CUST_011899,Big Spenders,52,14,124777.38,8912.67,225,538434.28,91.7,31.0,52.0,1.0,Enterprise,Annual,UK
CUST_004129,At Risk High Value,64,17,124756.99,7338.646470588235,245,365503.56,89.9,26.1,39.0,3.0,Enterprise,Annual,Canada
CUST_008244,Big Spenders,50,11,124679.3,11334.48181818182,215,651262.58,88.6,30.4,41.0,3.0,Enterprise,Multi-Year,Germany
CUST_013897,At Risk High Value,47,18,123900.15,6883.341666666666,255,28710.32,47.2,16.3,46.0,3.0,Enterprise,Annual,Germany
CUST_007632,Big Spenders,86,12,123802.25,10316.854166666666,115,300561.07,82.0,24.7,34.0,2.0,Enterprise,Multi-Year,USA
CUST_009101,Big Spenders,103,16,123631.18,7726.94875,135,11959.15,44.4,13.0,8.0,2.0,Enterprise,Annual,Germany
CUST_005027,Big Spenders,66,14,123604.81,8828.914999999999,225,260115.96,79.7,31.0,21.0,2.0,Enterprise,Monthly,Germany
CUST_016702,At Risk High Value,133,26,123257.61,4740.677307692307,155,11150.44,43.6,9.7,-7.0,5.0,Enterprise,Multi-Year,UK
CUST_000911,Big Spenders,47,14,123075.4,8791.1,225,170817.13,75.4,18.3,12.0,1.0,Enterprise,Multi-Year,USA
CUST_019879,Big Spenders,78,12,122607.18,10217.265,215,404585.88,81.8,23.1,27.0,3.0,Enterprise,Multi-Year,USA
CUST_013029,Big Spenders,54,12,122451.17,10204.264166666666,215,92851.96,74.1,17.8,8.0,1.0,Enterprise,Annual,USA
CUST_001598,Big Spenders,67,13,122369.95999999999,9413.073846153846,215,525432.0,94.0,26.9,44.0,4.0,Enterprise,Multi-Year,Germany
CUST_000424,Big Spenders,64,14,121930.85,8709.346428571429,225,59688.53,57.4,17.9,28.0,6.0,Enterprise,Annual,USA
CUST_009571,Big Spenders,60,13,121492.92,9345.60923076923,225,582959.03,81.2,25.9,39.0,3.0,Enterprise,Annual,USA
CUST_005977,Big Spenders,58,13,121353.94,9334.918461538462,215,239473.44,99.9,31.0,35.0,1.0,Enterprise,Multi-Year,USA
CUST_014505,Big Spenders,107,16,121174.19,7573.386875,135,19010.35,60.3,22.5,11.0,3.0,Enterprise,Annual,UK
CUST_014674,Big Spenders,45,16,120756.84999999999,7547.303124999999,235,17840.83,43.7,16.3,4.0,5.0,Enterprise,Annual,Other
CUST_002180,Big Spenders,50,12,120741.28,10061.773333333333,215,154408.66,56.0,19.4,10.0,2.0,Enterprise,Annual,USA
CUST_011533,Big Spenders,71,11,120603.94,10963.994545454545,215,346290.84,83.2,28.2,45.0,2.0,Enterprise,Monthly,Canada
CUST_013159,Big Spenders,60,14,120491.86,8606.56142857143,225,194155.98,87.7,26.0,4.0,4.0,Enterprise,Multi-Year,India
CUST_008969,Big Spenders,80,10,119397.34,11939.734,215,107524.58,66.3,19.7,25.0,6.0,Enterprise,Annual,USA
CUST_001347,Big Spenders,99,10,118974.29000000001,11897.429,115,212272.96,60.6,17.9,46.0,3.0,Enterprise,Multi-Year,USA
CUST_009147,Big Spenders,49,10,118567.9,11856.789999999999,215,240357.21,65.6,17.5,39.0,3.0,Enterprise,Annual,Canada
CUST_011937,At Risk High Value,316,19,118287.09,6225.636315789474,155,43069.39,65.7,15.4,48.0,1.0,Enterprise,Annual,Germany
CUST_012138,Big Spenders,65,12,118236.06999999999,9853.005833333333,215,165361.26,76.5,20.6,29.0,5.0,Enterprise,Annual,Canada
CUST_000693,Big Spenders,47,14,118195.6,8442.542857142858,225,228215.44,85.3,23.8,54.0,1.0,Enterprise,Multi-Year,UK
CUST_013026,Big Spenders,59,16,117772.81,7360.800625,235,170798.06,85.1,27.6,45.0,4.0,Enterprise,Annual,Other
CUST_007513,Big Spenders,59,13,117770.01,9059.231538461538,215,364795.73,73.6,26.2,44.0,2.0,Enterprise,Annual,India
CUST_002127,Big Spenders,52,14,117650.05,8403.575,225,284390.08,74.2,23.3,26.0,2.0,Enterprise,Multi-Year,USA
CUST_003007,Big Spenders,71,14,117058.67,8361.333571428571,225,594619.57,89.4,31.0,12.0,1.0,Enterprise,Monthly,Other
CUST_009091,Big Spenders,74,12,116659.2,9721.6,215,322626.85,100.0,31.0,14.0,5.0,Enterprise,Monthly,USA
CUST_012624,Big Spenders,108,9,116652.31,12961.367777777778,115,428735.58,84.7,23.6,57.0,0.0,Enterprise,Annual,USA
CUST_008444,Big Spenders,52,12,116527.41,9710.6175,215,282304.68,82.9,28.9,29.0,1.0,Enterprise,Multi-Year,India
CUST_002435,Big Spenders,45,12,115091.59,9590.965833333334,215,112696.68,71.6,20.2,7.0,4.0,Enterprise,Annual,USA
CUST_001533,Big Spenders,52,11,114631.47,10421.042727272727,215,407617.94,71.2,23.4,56.0,2.0,Enterprise,Annual,Other
CUST_000336,Big Spenders,70,14,114384.68,8170.334285714285,225,21340.25,59.8,15.0,-23.0,3.0,Enterprise,Annual,USA
CUST_018098,Big Spenders,48,12,113736.67,9478.055833333334,215,13252.18,53.9,17.6,2.0,7.0,Enterprise,Annual,India
CUST_019732,Big Spenders,53,13,113592.56,8737.889230769231,225,65739.1,65.3,25.8,-9.0,3.0,Enterprise,Annual,USA
CUST_006066,Big Spenders,74,8,113459.95999999999,14182.494999999999,215,55633.45,59.2,16.7,-9.0,3.0,Enterprise,Annual,Germany
CUST_004420,Big Spenders,77,11,112467.18,10224.289090909091,215,68744.66,56.0,16.0,3.0,5.0,Enterprise,Annual,USA
CUST_004146,At Risk High Value,93,18,112288.31,6238.239444444444,145,31273.44,60.1,20.9,1.0,3.0,Enterprise,Multi-Year,Germany
CUST_006233,Big Spenders,65,11,112287.29,10207.935454545453,215,192193.4,82.4,20.6,21.0,3.0,Enterprise,Annual,Australia
CUST_006556,Big Spenders,107,14,112257.25,8018.375,125,25501.78,56.2,13.9,-16.0,2.0,Enterprise,Monthly,USA
CUST_011351,Big Spenders,74,14,110929.85,7923.560714285714,225,489619.17,70.3,25.4,65.0,4.0,Enterprise,Multi-Year,India
CUST_014804,Big Spenders,112,15,110826.39,7388.426,135,326303.6,75.9,24.7,47.0,2.0,Enterprise,Multi-Year,USA
CUST_019262,At Risk High Value,50,16,109913.16,6869.5725,245,82145.5,60.9,22.8,46.0,0.0,Enterprise,Monthly,Canada
CUST_018680,Big Spenders,57,12,109600.42,9133.368333333334,215,122467.8,63.9,24.3,51.0,3.0,Enterprise,Annual,Australia
CUST_007080,Big Spenders,56,10,108610.55,10861.055,215,396116.59,87.8,31.0,40.0,2.0,Enterprise,Monthly,India
CUST_012623,Big Spenders,74,9,108440.46,12048.94,215,141985.98,100.0,23.2,35.0,5.0,Enterprise,Multi-Year,Australia
CUST_000722,Big Spenders,55,14,108275.73,7733.980714285714,225,83701.06,54.0,14.6,-9.0,3.0,Enterprise,Monthly,USA
CUST_006548,Big Spenders,47,16,107908.16,6744.26,235,59554.54,56.6,22.6,11.0,2.0,Enterprise,Annual,Germany
CUST_009321,Big Spenders,48,13,107770.67,8290.05153846154,225,23068.94,63.1,16.2,-6.0,5.0,Enterprise,Monthly,USA
CUST_013109,Big Spenders,58,12,107510.13,8959.1775,215,154645.68,55.4,9.3,8.0,1.0,Enterprise,Annual,Other
CUST_011293,Big Spenders,182,15,107509.62,7167.308,135,23192.87,58.1,15.8,-9.0,5.0,Enterprise,Annual,USA
CUST_005918,Big Spenders,71,9,107478.04000000001,11942.004444444445,215,408246.06,84.5,27.0,4.0,4.0,Enterprise,Monthly,Germany
CUST_007783,Big Spenders,89,9,107461.84,11940.204444444444,115,260658.03,75.3,24.0,24.0,2.0,Enterprise,Annual,Canada
CUST_017211,Big Spenders,76,10,107377.31,10737.731,215,444016.33,75.9,25.0,18.0,0.0,Enterprise,Multi-Year,USA
CUST_003120,Big Spenders,82,14,107332.98,7666.641428571428,225,18940.03,55.7,16.3,22.0,3.0,Enterprise,Multi-Year,Germany
CUST_018270,Big Spenders,59,12,107204.55,8933.7125,215,311495.13,100.0,30.6,15.0,1.0,Enterprise,Monthly,India
CUST_009259,At Risk High Value,49,17,107202.59,6306.034705882353,245,70610.45,62.2,20.1,-10.0,3.0,Enterprise,Monthly,UK
CUST_014547,Big Spenders,58,15,106813.31,7120.887333333333,235,35990.47,88.0,22.6,17.0,2.0,Enterprise,Annual,USA
CUST_011674,Big Spenders,86,10,106551.81,10655.181,115,229681.93,87.3,28.6,18.0,4.0,Enterprise,Annual,UK
CUST_008347,Big Spenders,79,11,106481.28,9680.116363636364,215,172106.9,69.2,21.7,11.0,4.0,Enterprise,Annual,UK
CUST_007400,Big Spenders,151,10,106024.18,10602.418,115,322088.37,80.2,27.7,21.0,7.0,Enterprise,Annual,USA
CUST_008723,Big Spenders,355,16,106020.1,6626.25625,135,96435.38,96.8,25.8,49.0,2.0,Enterprise,Annual,UK
CUST_009487,At Risk High Value,81,17,105932.44,6231.32,245,41591.18,56.8,14.1,31.0,3.0,Enterprise,Multi-Year,Australia
CUST_017768,At Risk High Value,189,19,105834.04,5570.212631578947,155,10831.67,45.6,13.4,9.0,0.0,Enterprise,Annual,UK
CUST_004796,At Risk High Value,46,17,105376.55,6198.620588235294,245,60151.81,85.0,20.4,-1.0,2.0,Enterprise,Monthly,USA
CUST_001302,At Risk High Value,57,17,105365.27,6197.957058823529,245,81672.14,67.1,18.4,34.0,6.0,Enterprise,Monthly,USA
CUST_006515,Big Spenders,380,16,105237.54000000001,6577.3462500000005,135,27596.33,50.9,22.5,10.0,2.0,Enterprise,Annual,USA
CUST_016604,Big Spenders,48,15,105169.92,7011.3279999999995,235,51394.23,65.9,19.6,26.0,4.0,Enterprise,Annual,USA
CUST_018498,Big Spenders,48,14,105044.04,7503.145714285713,225,18729.19,72.8,20.9,-23.0,7.0,Enterprise,Multi-Year,Other
CUST_007869,Big Spenders,80,12,104923.64,8743.636666666667,215,616450.39,80.9,28.0,69.0,1.0,Enterprise,Annual,USA
CUST_000900,Big Spenders,90,14,104869.78000000001,7490.698571428572,125,15626.98,44.6,13.5,-13.0,3.0,Enterprise,Annual,UK
CUST_006501,At Risk High Value,49,17,104753.62,6161.977647058823,245,28006.87,64.7,19.7,7.0,3.0,Enterprise,Annual,USA
CUST_002156,Big Spenders,49,16,104271.41,6516.963125,235,44050.53,78.2,17.6,-7.0,2.0,Enterprise,Multi-Year,UK
CUST_001798,Big Spenders,55,13,103785.38,7983.49076923077,215,192013.45,86.8,30.8,33.0,5.0,Enterprise,Monthly,USA
