customer_id,last_completed_transaction_date,recency,frequency,monetary,average_order_value,country,region,industry,company_size,subscription_plan,contract_type,monthly_recurring_revenue,customer_lifetime_value,support_tickets,usage_score,login_frequency,nps_score,discount_percentage,tenure_months,customer_acquisition_cost,recency_score,frequency_score,monetary_score,rfm_score,rfm_total_score,rfm_segment
CUST_001059,2024-11-19,43,13,601.22,46.24769230769231,Canada,North America,Real Estate,Startup,Basic,Monthly,25.06,70.99,3.0,44.0,21.6,23.0,0.0,9,91.21,3,1,1,311,5,Regular Customers
CUST_001060,2024-10-22,71,20,1848.96,92.44800000000001,USA,North America,Technology,Small Business,Basic,Monthly,45.0,85.68,5.0,33.3,13.4,4.0,0.8,3,212.62,2,5,2,252,9,Needs Attention
CUST_001061,2024-12-24,8,8,7239.58,904.9475,USA,North America,Real Estate,Small Business,Business,Monthly,431.21,1228.26,2.0,51.9,10.1,5.0,2.3,1,864.97,5,1,4,514,10,Steady Customers
CUST_001062,2024-08-09,145,18,1606.52,89.25111111111111,Canada,North America,Other,Startup,Basic,Monthly,38.01,93.16,4.0,39.9,13.1,10.0,0.0,6,197.15,1,4,2,142,7,Needs Attention
CUST_001063,2024-11-26,36,15,609.83,40.65533333333334,Canada,North America,Technology,Startup,Basic,Monthly,24.58,39.04,2.0,40.2,3.8,-2.0,0.1,15,228.57,3,2,1,321,6,Regular Customers
CUST_001064,2024-12-08,24,17,3464.84,203.81411764705882,USA,North America,Healthcare,Small Business,Professional,Monthly,119.91,1349.33,1.0,83.2,29.4,6.0,2.1,15,206.97,4,4,3,443,11,Potential Loyalists
CUST_001065,2024-12-17,15,17,45372.53,2668.9723529411763,Germany,Europe,Finance,Small Business,Enterprise,Annual,1153.44,21214.25,2.0,77.0,25.6,62.0,6.2,7,1571.88,5,4,5,545,14,Champions
CUST_001066,2024-11-15,47,14,1260.63,90.045,Canada,North America,Healthcare,Small Business,Basic,Annual,57.26,146.73,5.0,45.5,9.6,-13.0,5.7,21,930.48,2,2,2,222,6,Low Value Dormant
CUST_001067,2024-11-06,56,14,805.24,57.51714285714286,USA,North America,Education,Startup,Basic,Annual,34.3,76.37,5.0,46.8,14.9,12.0,2.7,27,45.61,2,2,1,221,5,Low Value Dormant
CUST_001068,2024-11-23,39,13,484.56,37.27384615384615,Other,MEA,Healthcare,Startup,Basic,Annual,22.39,100.18,0.0,59.5,16.0,36.0,4.7,17,302.48,3,1,1,311,5,Regular Customers
CUST_001069,2024-11-14,48,11,8777.3,797.9363636363636,USA,North America,Other,Small Business,Business,Annual,544.29,2052.38,3.0,39.0,16.9,4.0,4.6,19,566.55,2,1,4,214,7,Needs Attention
CUST_001070,2024-12-04,28,19,719.44,37.86526315789474,UK,Europe,Other,Startup,Basic,Monthly,22.33,61.21,3.0,48.4,16.7,4.0,1.6,19,52.93,4,5,1,451,10,Potential Loyalists
CUST_001071,2024-11-09,53,12,477.96,39.83,USA,North America,Healthcare,Startup,Basic,Annual,25.35,51.41,5.0,56.4,9.5,11.0,5.5,21,143.68,2,1,1,211,4,Low Value Dormant
CUST_001072,2024-10-21,72,14,1533.73,109.55214285714285,USA,North America,Retail,Startup,Professional,Monthly,68.54,382.91,4.0,59.3,15.4,7.0,0.0,31,49.51,2,2,2,222,6,Low Value Dormant
CUST_001073,2024-10-18,75,12,600.59,50.04916666666667,USA,North America,Retail,Startup,Basic,Monthly,33.54,156.73,1.0,43.9,20.7,2.0,0.0,33,53.86,2,1,1,211,4,Low Value Dormant
CUST_001074,2024-12-27,5,18,1557.86,86.54777777777777,Australia,APAC,Retail,Startup,Basic,Monthly,37.91,81.07,5.0,52.3,12.6,11.0,1.2,1,110.11,5,4,2,542,11,Potential Loyalists
CUST_001075,2023-11-23,405,15,2564.1,170.94,USA,North America,Finance,Startup,Professional,Monthly,106.61,326.26,1.0,48.7,12.5,28.0,3.6,15,220.19,1,2,2,122,5,Low Value Dormant
CUST_001076,2024-12-05,27,20,990.97,49.548500000000004,Other,MEA,Technology,Startup,Basic,Monthly,28.89,69.73,7.0,45.1,14.5,-13.0,2.0,16,164.78,4,5,1,451,10,Potential Loyalists
CUST_001077,2024-12-13,19,13,1281.55,98.58076923076922,Canada,North America,Technology,Small Business,Basic,Annual,49.6,116.82,1.0,50.1,13.5,13.0,6.5,8,213.98,4,1,2,412,7,New or Promising
CUST_001078,2024-12-04,28,24,1200.6,50.025,India,APAC,Technology,Startup,Basic,Monthly,28.96,54.54,6.0,34.5,14.2,-10.0,0.0,22,46.81,4,5,2,452,11,Potential Loyalists
CUST_001079,2024-12-24,8,17,16431.85,966.5794117647058,USA,North America,Real Estate,Small Business,Business,Monthly,409.86,2454.25,1.0,61.8,18.6,52.0,0.0,2,800.44,5,4,4,544,13,Champions
CUST_001080,2024-12-17,15,14,60336.01,4309.715,USA,North America,Healthcare,Enterprise,Business,Annual,2411.28,206164.44,0.0,100.0,31.0,30.0,14.5,5,9692.06,5,2,5,525,12,Big Spenders
CUST_001081,2024-11-14,48,16,7809.54,488.09625,USA,North America,Technology,Mid-Market,Professional,Monthly,342.44,2983.67,3.0,57.9,12.2,29.0,5.9,28,2525.91,2,3,4,234,9,Needs Attention
CUST_001082,2024-11-30,32,16,2138.67,133.666875,Germany,Europe,Retail,Startup,Professional,Annual,79.41,348.3,3.0,56.0,21.9,30.0,5.7,15,118.22,3,3,2,332,8,Regular Customers
CUST_001083,2024-12-25,7,17,81621.34,4801.255294117647,USA,North America,Technology,Enterprise,Business,Annual,2503.92,144726.58,2.0,85.7,26.8,23.0,13.3,3,6179.71,5,4,5,545,14,Champions
CUST_001084,2024-12-30,2,17,2275.38,133.84588235294117,Other,LATAM,Technology,Startup,Professional,Multi-Year,65.43,148.7,4.0,54.3,17.1,29.0,10.0,2,100.45,5,4,2,542,11,Potential Loyalists
CUST_001085,2024-12-01,31,13,2393.38,184.10615384615386,USA,North America,Retail,Startup,Professional,Monthly,102.71,227.56,6.0,51.5,17.6,-23.0,0.3,14,68.69,3,1,2,312,6,Regular Customers
CUST_001086,2024-12-08,24,16,324252.42,20265.77625,India,APAC,Retail,Enterprise,Enterprise,Monthly,11361.68,70502.61,5.0,44.4,17.0,-9.0,6.3,10,9029.17,4,3,5,435,12,Big Spenders
CUST_001087,2023-01-21,711,16,15854.56,990.91,UK,Europe,Technology,Mid-Market,Business,Annual,874.91,6144.56,3.0,53.8,18.9,0.0,8.7,24,4913.72,1,3,4,134,8,Needs Attention
CUST_001088,2024-12-30,2,16,13566.050000000001,847.8781250000001,UK,Europe,Finance,Small Business,Business,Annual,385.7,1063.25,5.0,53.2,11.9,6.0,7.1,1,216.79,5,3,4,534,12,Steady Customers
CUST_001089,2024-05-28,218,15,3413.08,227.53866666666667,Other,MEA,Finance,Small Business,Professional,Monthly,146.05,869.35,4.0,59.7,20.3,9.0,0.0,21,278.42,1,2,3,123,6,Needs Attention
CUST_001090,2024-12-25,7,12,3762.52,313.54333333333335,India,APAC,Retail,Small Business,Professional,Annual,148.57,363.17,4.0,51.0,17.6,24.0,7.6,2,234.21,5,1,3,513,9,New or Promising
CUST_001091,2024-12-14,18,20,1067.82,53.391,India,APAC,Manufacturing,Startup,Basic,Annual,29.98,47.94,6.0,43.1,12.1,-37.0,3.1,9,400.54,4,5,1,451,10,Potential Loyalists
CUST_001092,2024-09-04,119,19,1226.3200000000002,64.54315789473685,Canada,North America,Healthcare,Startup,Basic,Monthly,29.06,59.5,3.0,49.5,14.0,6.0,0.7,10,162.13,1,5,2,152,8,Needs Attention
CUST_001093,2024-12-13,19,20,1482.84,74.142,Other,LATAM,Finance,Small Business,Basic,Annual,44.52,134.96,5.0,55.6,17.6,10.0,3.6,12,661.76,4,5,2,452,11,Potential Loyalists
CUST_001094,2024-11-21,41,15,18319.08,1221.2720000000002,Australia,APAC,Education,Enterprise,Professional,Annual,872.43,16215.82,3.0,77.1,20.2,4.0,14.5,21,5902.89,3,2,4,324,9,Steady Customers
CUST_001095,2023-05-31,581,15,5173.92,344.928,Germany,Europe,Real Estate,Startup,Business,Monthly,278.92,1186.66,0.0,55.0,13.3,39.0,4.7,24,63.42,1,2,3,123,6,Needs Attention
CUST_001096,2024-10-13,80,16,7668.53,479.283125,Australia,APAC,Real Estate,Mid-Market,Professional,Annual,329.7,2292.2,2.0,50.1,18.7,24.0,12.4,22,1408.23,2,3,4,234,9,Needs Attention
CUST_001097,2024-11-06,56,14,1735.86,123.99,Germany,Europe,Finance,Startup,Professional,Monthly,74.86,756.32,3.0,66.5,28.9,16.0,2.0,23,371.18,2,2,2,222,6,Low Value Dormant
CUST_001098,2024-12-15,17,13,4850.15,373.0884615384615,Canada,North America,Retail,Small Business,Professional,Monthly,184.2,636.39,5.0,56.0,17.9,-16.0,0.5,6,256.07,4,1,3,413,8,New or Promising
CUST_001099,2024-12-02,30,16,4213.58,263.34875,Australia,APAC,Retail,Small Business,Professional,Annual,151.88,321.47,2.0,44.8,10.9,22.0,5.6,17,108.15,3,3,3,333,9,Regular Customers
CUST_001100,2024-10-25,68,13,2014.1000000000001,154.93076923076924,UK,Europe,Real Estate,Small Business,Professional,Annual,111.87,1113.78,5.0,71.0,16.6,34.0,9.4,30,407.39,2,1,2,212,5,Low Value Dormant
CUST_001101,2024-12-22,10,12,10003.72,833.6433333333333,Australia,APAC,Education,Startup,Business,Monthly,286.73,884.77,4.0,68.5,19.0,27.0,2.8,1,186.81,5,1,4,514,10,Steady Customers
CUST_001102,2024-12-21,11,14,3652.52,260.89428571428573,USA,North America,Healthcare,Small Business,Professional,Annual,122.87,408.39,6.0,64.2,18.9,13.0,7.6,3,906.34,5,2,3,523,10,New or Promising
CUST_001103,2024-12-27,5,16,5007.98,312.99875,Canada,North America,Technology,Small Business,Professional,Monthly,139.67,1745.87,5.0,80.7,22.9,15.0,0.0,2,1136.54,5,3,3,533,11,Potential Loyalists
CUST_001104,2024-12-26,6,13,752.91,57.91615384615385,UK,Europe,Finance,Startup,Basic,Annual,28.09,37.99,6.0,32.7,12.3,-32.0,8.7,1,308.84,5,1,1,511,7,New or Promising
CUST_001105,2024-11-07,55,10,1376.38,137.638,India,APAC,Healthcare,Startup,Professional,Monthly,80.49,349.96,5.0,60.6,13.4,24.0,0.0,24,358.45,2,1,2,212,5,Low Value Dormant
CUST_001106,2024-11-22,40,13,1391.71,107.05461538461539,Australia,APAC,Other,Small Business,Basic,Annual,56.14,541.75,4.0,83.1,29.2,-1.0,3.5,16,430.88,3,1,2,312,6,Regular Customers
CUST_001107,2024-12-18,14,14,4962.87,354.49071428571426,Canada,North America,Healthcare,Small Business,Professional,Monthly,195.27,987.9,6.0,61.8,22.4,27.0,5.9,6,682.64,5,2,3,523,10,New or Promising
CUST_001108,2024-10-03,90,19,1283.12,67.53263157894736,USA,North America,Technology,Startup,Basic,Monthly,34.8,52.68,7.0,14.8,3.2,-10.0,1.3,8,118.61,1,5,2,152,8,Needs Attention
CUST_001109,2024-11-08,54,14,1222.44,87.31714285714285,India,APAC,Real Estate,Small Business,Basic,Monthly,54.3,597.92,4.0,75.7,22.6,50.0,4.2,25,389.49,2,2,2,222,6,Low Value Dormant
CUST_001110,2024-12-21,11,14,53005.34,3786.095714285714,USA,North America,Technology,Enterprise,Business,Annual,2043.16,57016.93,2.0,80.9,23.7,33.0,10.7,5,9018.69,5,2,5,525,12,Big Spenders
CUST_001111,2023-09-02,487,13,2373.2,182.55384615384614,India,APAC,Healthcare,Startup,Professional,Monthly,136.01,318.52,6.0,60.6,18.1,-49.0,0.0,22,158.34,1,1,2,112,4,Low Value Dormant
CUST_001112,2024-11-16,46,14,3402.88,243.06285714285715,Canada,North America,Finance,Small Business,Professional,Multi-Year,161.77,723.16,2.0,45.8,9.4,29.0,9.7,22,461.29,2,2,3,223,7,Needs Attention
CUST_001113,2024-12-08,24,18,1179.47,65.5261111111111,USA,North America,Retail,Startup,Basic,Annual,36.15,78.3,5.0,35.2,12.0,1.0,4.7,12,54.51,4,4,2,442,10,Potential Loyalists
CUST_001114,2024-05-28,218,15,637.46,42.49733333333334,India,APAC,Healthcare,Startup,Basic,Monthly,26.44,45.6,8.0,45.8,13.0,-12.0,1.7,10,75.01,1,2,1,121,4,Low Value Dormant
CUST_001115,2024-06-01,214,15,7848.42,523.228,USA,North America,Retail,Startup,Business,Annual,328.67,1331.18,5.0,51.7,15.3,18.0,3.2,11,71.54,1,2,4,124,7,Needs Attention
CUST_001116,2024-03-12,295,15,2127.34,141.82266666666666,USA,North America,Technology,Small Business,Professional,Annual,103.64,146.61,4.0,25.3,2.9,-35.0,7.2,28,528.0,1,2,2,122,5,Low Value Dormant
CUST_001117,2024-10-08,85,10,12110.4,1211.04,USA,North America,Retail,Mid-Market,Business,Annual,678.68,2159.66,5.0,43.2,18.2,-10.0,10.9,3,1156.32,2,1,4,214,7,Needs Attention
CUST_001118,2024-11-09,53,13,724.03,55.69461538461538,Other,MEA,Finance,Startup,Basic,Monthly,34.06,127.66,3.0,48.5,11.8,26.0,1.8,20,220.13,2,1,1,211,4,Low Value Dormant
CUST_001119,2024-11-20,42,19,3223.4,169.65263157894736,Germany,Europe,Education,Small Business,Professional,Annual,114.12,643.91,4.0,48.0,15.5,12.0,6.9,26,227.38,3,5,3,353,11,Steady Customers
CUST_001120,2024-12-26,6,15,4357.9,290.52666666666664,India,APAC,Finance,Small Business,Professional,Annual,133.81,546.49,4.0,56.0,18.1,11.0,7.7,3,1053.78,5,2,3,523,10,New or Promising
CUST_001121,2024-12-14,18,12,2436.27,203.0225,USA,North America,Finance,Startup,Professional,Monthly,88.14,278.04,2.0,65.6,19.8,-1.0,0.0,1,251.3,4,1,2,412,7,New or Promising
CUST_001122,2024-12-25,7,17,4958.11,291.6535294117647,USA,North America,Retail,Small Business,Professional,Annual,149.82,603.15,5.0,66.7,28.5,-21.0,6.6,4,180.59,5,4,3,543,12,Potential Loyalists
CUST_001123,2024-12-18,14,15,15089.55,1005.9699999999999,Canada,North America,Technology,Mid-Market,Professional,Monthly,504.83,16693.05,1.0,80.0,28.2,28.0,0.8,5,2022.55,5,2,4,524,11,Steady Customers
CUST_001124,2024-12-11,21,13,21315.33,1639.6407692307694,UK,Europe,Technology,Mid-Market,Business,Multi-Year,965.87,6234.91,1.0,56.7,11.3,13.0,13.5,9,1983.09,4,1,4,414,9,Steady Customers
CUST_001125,2024-11-01,61,15,17987.15,1199.1433333333334,Australia,APAC,Education,Mid-Market,Business,Annual,745.82,4757.27,6.0,74.5,19.3,-5.0,10.7,11,819.12,2,2,4,224,8,Needs Attention
CUST_001126,2023-11-01,427,15,927.1,61.806666666666665,UK,Europe,Healthcare,Startup,Basic,Annual,30.3,55.76,3.0,25.3,5.2,-27.0,6.7,28,283.54,1,2,1,121,4,Low Value Dormant
CUST_001127,2024-12-03,29,15,76822.72,5121.514666666667,USA,North America,Manufacturing,Mid-Market,Enterprise,Annual,3213.77,49813.44,4.0,58.9,20.1,7.0,13.2,15,986.92,3,2,5,325,10,Big Spenders
CUST_001128,2024-11-30,32,18,912.5699999999999,50.69833333333333,USA,North America,Technology,Startup,Basic,Monthly,27.94,93.76,3.0,46.1,16.6,27.0,0.0,17,140.19,3,4,1,341,8,Steady Customers
CUST_001129,2024-11-26,36,17,28279.85,1663.520588235294,UK,Europe,Education,Mid-Market,Business,Monthly,994.69,6432.76,5.0,55.7,14.2,-12.0,1.7,20,1246.09,3,4,5,345,12,Loyal High Value
CUST_001130,2024-12-18,14,19,480131.02,25270.05368421053,USA,North America,Other,Enterprise,Enterprise,Annual,9553.87,70489.9,4.0,45.1,13.7,18.0,12.2,7,2990.28,5,5,5,555,15,Champions
CUST_001131,2024-09-08,115,11,585.1,53.190909090909095,India,APAC,Finance,Startup,Basic,Monthly,32.33,63.89,5.0,32.7,7.9,5.0,1.0,13,229.49,1,1,1,111,3,Low Value Dormant
CUST_001132,2024-11-18,44,21,1688.81,80.41952380952381,India,APAC,Retail,Small Business,Basic,Monthly,50.23,145.42,3.0,54.2,14.8,-17.0,0.7,28,171.66,3,5,2,352,10,Steady Customers
CUST_001133,2024-11-27,35,19,14247.77,749.8826315789474,Germany,Europe,Finance,Small Business,Business,Annual,485.21,6191.28,1.0,79.2,21.7,30.0,4.3,22,832.81,3,5,4,354,12,Loyal High Value
CUST_001134,2024-12-11,21,12,7688.57,640.7141666666666,USA,North America,Real Estate,Mid-Market,Professional,Multi-Year,383.55,2237.8,4.0,60.3,14.0,-3.0,11.9,8,696.39,4,1,4,414,9,Steady Customers
CUST_001135,2024-11-06,56,16,823.45,51.465625,USA,North America,Technology,Startup,Basic,Annual,32.38,168.76,1.0,70.5,17.9,12.0,4.1,28,59.93,2,3,1,231,6,Needs Attention
CUST_001136,2024-12-27,5,18,193746.17,10763.676111111112,Canada,North America,Manufacturing,Enterprise,Enterprise,Multi-Year,5835.77,176153.8,2.0,92.3,21.3,32.0,18.5,4,19064.79,5,4,5,545,14,Champions
CUST_001137,2024-05-27,219,13,4246.08,326.6215384615385,Australia,APAC,Manufacturing,Small Business,Professional,Monthly,199.9,632.38,2.0,40.5,18.7,-8.0,1.3,13,499.17,1,1,3,113,5,Needs Attention
CUST_001138,2024-12-01,31,16,2681.09,167.568125,India,APAC,Finance,Startup,Professional,Monthly,77.56,210.37,4.0,54.7,14.2,11.0,1.0,13,463.6,3,3,2,332,8,Regular Customers
CUST_001139,2024-12-10,22,16,728.21,45.513125,India,APAC,Technology,Startup,Basic,Annual,25.74,65.48,4.0,69.0,15.3,33.0,7.4,10,321.78,4,3,1,431,8,Potential Loyalists
CUST_001140,2024-12-21,11,19,40117.92,2111.4694736842102,USA,North America,Healthcare,Mid-Market,Business,Monthly,1034.13,8207.38,5.0,76.8,27.4,3.0,0.0,4,5428.79,5,5,5,555,15,Champions
CUST_001141,2023-08-05,515,15,523.53,34.902,Other,LATAM,Education,Startup,Basic,Monthly,25.31,46.06,4.0,47.5,4.1,21.0,0.1,17,329.52,1,2,1,121,4,Low Value Dormant
CUST_001142,2024-12-18,14,16,3309.08,206.8175,USA,North America,Technology,Startup,Professional,Monthly,77.27,184.86,5.0,47.9,14.9,3.0,0.0,8,260.28,5,3,3,533,11,Potential Loyalists
CUST_001143,2024-12-10,22,17,5904.02,347.2952941176471,India,APAC,Retail,Small Business,Professional,Annual,204.22,254.46,7.0,27.1,7.0,-47.0,6.8,11,580.71,4,4,3,443,11,Potential Loyalists
CUST_001144,2024-11-18,44,15,1612.37,107.49133333333333,Canada,North America,Healthcare,Small Business,Basic,Annual,65.29,282.51,3.0,58.2,15.3,4.0,8.7,20,588.58,3,2,2,322,7,Regular Customers
CUST_001145,2024-10-25,68,16,4300.35,268.771875,Australia,APAC,Healthcare,Small Business,Professional,Annual,143.91,291.84,4.0,31.8,8.1,8.0,5.7,3,313.57,2,3,3,233,8,Needs Attention
CUST_001146,2024-12-16,16,11,2736.23,248.74818181818182,Canada,North America,Retail,Small Business,Professional,Annual,137.59,611.06,2.0,57.9,18.4,11.0,9.4,5,265.03,4,1,2,412,7,New or Promising
CUST_001147,2024-07-17,168,17,29405.5,1729.735294117647,India,APAC,Real Estate,Mid-Market,Business,Annual,864.6,7625.77,3.0,73.9,19.4,-10.0,11.8,9,1534.2,1,4,5,145,10,At Risk High Value
CUST_001148,2024-12-23,9,15,133159.75,8877.316666666668,Canada,North America,Retail,Enterprise,Enterprise,Annual,4781.74,85193.04,4.0,80.1,22.2,17.0,12.7,4,4091.26,5,2,5,525,12,Big Spenders
CUST_001149,2024-12-05,27,14,1024.27,73.16214285714285,India,APAC,Education,Startup,Basic,Monthly,35.14,42.31,12.0,29.5,10.0,-55.0,1.4,3,139.25,4,2,1,421,7,New or Promising
CUST_001150,2024-12-16,16,19,12791.74,673.2494736842106,USA,North America,Retail,Mid-Market,Professional,Annual,373.57,2535.75,1.0,63.4,22.1,-9.0,10.4,7,1021.47,4,5,4,454,13,Champions
CUST_001151,2024-12-19,13,15,206497.38,13766.492,India,APAC,Manufacturing,Enterprise,Enterprise,Annual,7412.81,107732.84,5.0,64.8,20.3,9.0,12.8,4,9689.05,5,2,5,525,12,Big Spenders
CUST_001152,2024-07-24,161,20,7625.46,381.273,Other,LATAM,Finance,Small Business,Professional,Annual,227.2,561.89,2.0,42.1,14.2,-14.0,8.0,8,669.76,1,5,4,154,10,At Risk High Value
CUST_001153,2024-12-03,29,10,1789.1100000000001,178.911,Australia,APAC,Real Estate,Small Business,Professional,Annual,105.22,506.67,2.0,52.5,9.8,32.0,6.1,8,743.32,3,1,2,312,6,Regular Customers
CUST_001154,2024-12-09,23,16,1224.88,76.555,Other,MEA,Retail,Startup,Basic,Monthly,38.91,139.26,4.0,49.3,14.3,-21.0,0.5,10,58.92,4,3,2,432,9,Potential Loyalists
CUST_001155,2024-12-11,21,9,703.84,78.20444444444445,USA,North America,Retail,Small Business,Basic,Annual,40.17,86.08,6.0,53.2,13.9,-15.0,4.0,6,122.78,4,1,1,411,6,New or Promising
CUST_001156,2023-12-14,384,15,11822.92,788.1946666666666,Germany,Europe,Retail,Small Business,Business,Annual,557.82,3301.02,4.0,46.7,9.1,24.0,6.5,24,420.2,1,2,4,124,7,Needs Attention
CUST_001157,2024-12-19,13,12,108497.45,9041.454166666666,USA,North America,Healthcare,Mid-Market,Enterprise,Annual,4683.08,26596.36,5.0,60.5,25.5,2.0,9.7,3,825.38,5,1,5,515,11,Big Spenders
CUST_001158,2024-12-24,8,15,172990.92,11532.728000000001,UK,Europe,Healthcare,Enterprise,Enterprise,Multi-Year,6647.3,259877.78,4.0,86.2,29.0,28.0,17.9,3,15842.99,5,2,5,525,12,Big Spenders
CUST_001159,2024-11-17,45,21,3047.0899999999997,145.0995238095238,Australia,APAC,Technology,Startup,Professional,Monthly,99.6,465.13,8.0,53.7,16.9,13.0,5.2,32,69.51,3,5,3,353,11,Steady Customers
CUST_001160,2024-12-20,12,17,1060.81,62.400588235294116,Australia,APAC,Manufacturing,Startup,Basic,Annual,32.16,113.62,2.0,57.2,23.9,16.0,8.5,4,289.0,5,4,1,541,10,Potential Loyalists
CUST_001161,2023-04-02,640,15,1599.67,106.64466666666667,Australia,APAC,Healthcare,Startup,Professional,Monthly,80.47,105.28,5.0,30.1,4.3,-7.0,2.4,26,280.68,1,2,2,122,5,Low Value Dormant
CUST_001162,2024-11-20,42,13,21979.739999999998,1690.7492307692305,USA,North America,Finance,Mid-Market,Business,Annual,1134.75,7798.21,5.0,53.1,17.8,21.0,8.6,18,4719.15,3,1,4,314,8,Steady Customers
CUST_001163,2024-07-14,171,15,1492.91,99.52733333333335,Other,LATAM,Real Estate,Startup,Basic,Monthly,35.74,139.07,4.0,49.3,15.2,-15.0,0.0,6,200.26,1,2,2,122,5,Low Value Dormant
CUST_001164,2024-11-14,48,17,1389.49,81.73470588235294,USA,North America,Retail,Small Business,Basic,Monthly,54.62,274.49,1.0,51.6,13.5,12.0,1.0,24,291.41,2,4,2,242,8,Needs Attention
CUST_001165,2024-10-30,63,20,11238.92,561.946,Canada,North America,Technology,Startup,Business,Monthly,214.42,431.87,4.0,43.7,7.1,14.0,0.1,5,79.12,2,5,4,254,11,At Risk High Value
CUST_001166,2024-12-17,15,20,10219.11,510.95550000000003,India,APAC,Education,Small Business,Professional,Annual,202.41,987.27,1.0,65.0,15.7,1.0,4.4,4,155.54,5,5,4,554,14,Champions
CUST_001167,2024-12-10,22,20,7391.43,369.5715,India,APAC,Healthcare,Startup,Business,Annual,211.64,457.42,3.0,58.5,16.6,-29.0,6.2,13,252.41,4,5,4,454,13,Champions
CUST_001168,2024-10-29,64,16,9955.29,622.205625,Australia,APAC,Retail,Mid-Market,Professional,Annual,341.4,4533.59,0.0,67.5,21.5,29.0,9.7,34,1924.48,2,3,4,234,9,Needs Attention
CUST_001169,2024-10-18,75,12,2600.83,216.73583333333332,Canada,North America,Retail,Small Business,Professional,Annual,148.5,183.37,5.0,16.5,3.9,-8.0,10.6,19,124.45,2,1,2,212,5,Low Value Dormant
CUST_001170,2024-12-17,15,19,271979.99,14314.736315789472,UK,Europe,Healthcare,Enterprise,Enterprise,Annual,8885.41,115510.33,8.0,56.0,16.4,-20.0,10.3,10,8244.26,5,5,5,555,15,Champions
CUST_001171,2024-12-25,7,21,16942.42,806.7819047619047,UK,Europe,Technology,Small Business,Business,Annual,374.94,1123.57,1.0,51.4,21.0,37.0,10.1,1,507.25,5,5,4,554,14,Champions
CUST_001172,2024-12-10,22,16,2378.7400000000002,148.67125000000001,UK,Europe,Technology,Startup,Professional,Monthly,85.19,146.33,0.0,38.4,10.6,-24.0,5.7,9,145.83,4,3,2,432,9,Potential Loyalists
CUST_001173,2024-03-31,276,18,597.89,33.21611111111111,Australia,APAC,Technology,Startup,Basic,Monthly,22.37,38.48,4.0,48.6,20.4,-31.0,0.4,20,185.75,1,4,1,141,6,Needs Attention
CUST_001174,2024-12-13,19,15,135985.43,9065.695333333333,Australia,APAC,Healthcare,Enterprise,Enterprise,Multi-Year,5695.95,193206.62,2.0,91.3,26.9,41.0,15.2,9,13223.97,4,2,5,425,11,Big Spenders
CUST_001175,2024-12-10,22,16,162414.56,10150.91,UK,Europe,Other,Mid-Market,Enterprise,Annual,4151.79,30904.05,4.0,69.0,25.1,-8.0,7.7,12,865.61,4,3,5,435,12,Big Spenders
CUST_001176,2024-12-13,19,18,3696.11,205.33944444444444,Germany,Europe,Finance,Startup,Professional,Monthly,105.31,341.57,4.0,64.0,21.0,-0.0,0.1,6,132.11,4,4,3,443,11,Potential Loyalists
CUST_001177,2024-10-25,68,12,16912.47,1409.3725000000002,UK,Europe,Real Estate,Mid-Market,Professional,Annual,571.68,7815.8,4.0,68.0,24.2,5.0,8.4,27,873.88,2,1,4,214,7,Needs Attention
CUST_001178,2024-12-21,11,18,5422.57,301.25388888888887,USA,North America,Retail,Small Business,Professional,Monthly,154.25,778.33,4.0,58.3,20.5,24.0,1.1,6,260.75,5,4,3,543,12,Potential Loyalists
CUST_001179,2024-11-29,33,14,1794.23,128.15928571428572,India,APAC,Manufacturing,Startup,Professional,Annual,73.99,127.81,5.0,34.7,13.5,-1.0,4.3,12,48.87,3,2,2,322,7,Regular Customers
CUST_001180,2024-12-19,13,15,821.87,54.791333333333334,India,APAC,Technology,Startup,Basic,Monthly,23.15,31.39,3.0,40.6,8.9,9.0,1.3,1,115.58,5,2,1,521,8,New or Promising
CUST_001181,2024-11-28,34,18,22793.67,1266.3149999999998,USA,North America,Healthcare,Mid-Market,Business,Annual,835.91,9019.57,4.0,58.5,15.3,37.0,12.6,18,3745.05,3,4,4,344,11,Loyal High Value
CUST_001182,2024-11-25,37,14,792.23,56.587857142857146,Germany,Europe,Retail,Startup,Basic,Annual,31.62,88.63,4.0,52.8,11.2,24.0,3.3,9,106.37,3,2,1,321,6,Regular Customers
CUST_001183,2024-12-29,3,19,1091.64,57.45473684210527,UK,Europe,Real Estate,Startup,Basic,Monthly,25.13,67.97,3.0,44.6,14.9,19.0,0.2,2,88.32,5,5,2,552,12,Potential Loyalists
CUST_001184,2024-11-09,53,17,2632.03,154.82529411764708,USA,North America,Technology,Startup,Professional,Annual,104.01,278.65,3.0,63.2,16.6,11.0,6.5,27,141.73,2,4,2,242,8,Needs Attention
CUST_001185,2024-12-27,5,13,874.5600000000001,67.27384615384616,USA,North America,Retail,Startup,Basic,Monthly,32.63,48.08,3.0,36.6,7.4,2.0,2.6,2,175.79,5,1,1,511,7,New or Promising
CUST_001186,2024-12-13,19,18,5416.29,300.905,USA,North America,Technology,Small Business,Professional,Annual,159.83,570.19,3.0,59.6,17.6,9.0,10.1,8,629.96,4,4,3,443,11,Potential Loyalists
