customer_id,rfm_segment,rfm_score,rfm_total_score,recency,frequency,monetary,average_order_value,usage_score,login_frequency,nps_score,support_tickets,subscription_plan,contract_type,country
CUST_005374,Low Value Dormant,111,3,382,11,624.88,56.807272727272725,38.7,12.7,-17.0,4.0,Basic,Annual,Germany
CUST_006415,Low Value Dormant,111,3,410,10,627.92,62.791999999999994,52.3,6.8,5.0,3.0,Basic,Monthly,Germany
CUST_000788,Low Value Dormant,111,3,152,12,632.23,52.685833333333335,47.5,10.6,-14.0,5.0,Basic,Annual,USA
CUST_002348,Low Value Dormant,111,3,159,12,635.6700000000001,52.972500000000004,15.9,0.0,-16.0,3.0,Basic,Annual,Australia
CUST_002539,Low Value Dormant,111,3,98,11,635.84,57.803636363636365,56.7,13.1,-23.0,1.0,Basic,Monthly,Australia
CUST_001994,Low Value Dormant,111,3,173,13,642.74,49.441538461538464,35.4,6.6,-10.0,4.0,Basic,Monthly,USA
CUST_019210,Low Value Dormant,111,3,823,11,644.0,58.54545454545455,67.7,14.6,23.0,4.0,Basic,Monthly,USA
CUST_009845,Low Value Dormant,111,3,408,12,648.36,54.03,29.9,7.5,-4.0,6.0,Basic,Monthly,USA
CUST_019628,Low Value Dormant,111,3,109,12,648.72,54.06,41.0,13.5,1.0,7.0,Basic,Monthly,USA
CUST_017409,Low Value Dormant,111,3,194,12,649.81,54.15083333333333,42.6,12.7,18.0,6.0,Basic,Monthly,Canada
CUST_005148,Low Value Dormant,111,3,274,11,651.74,59.24909090909091,36.4,8.9,11.0,1.0,Basic,Annual,India
CUST_019351,Low Value Dormant,111,3,767,11,655.26,59.56909090909091,47.1,4.2,-21.0,3.0,Basic,Monthly,Germany
CUST_007362,Low Value Dormant,111,3,175,11,655.33,59.57545454545455,49.1,17.9,24.0,3.0,Basic,Monthly,USA
CUST_007837,Low Value Dormant,111,3,111,12,656.9,54.74166666666667,52.2,16.1,-6.0,2.0,Basic,Annual,Canada
CUST_000185,Low Value Dormant,111,3,194,11,657.28,59.75272727272727,23.6,13.5,0.0,6.0,Basic,Monthly,India
CUST_000652,Low Value Dormant,111,3,122,10,658.19,65.819,43.9,7.4,8.0,3.0,Basic,Annual,USA
CUST_009919,Low Value Dormant,111,3,108,10,660.3299999999999,66.03299999999999,50.9,16.3,-2.0,3.0,Basic,Monthly,Canada
CUST_007631,Low Value Dormant,111,3,184,12,663.68,55.306666666666665,51.7,13.0,3.0,3.0,Basic,Annual,Canada
CUST_019854,Low Value Dormant,111,3,307,12,664.0600000000001,55.33833333333334,26.4,4.3,9.0,5.0,Basic,Monthly,USA
CUST_004744,Low Value Dormant,111,3,100,10,664.68,66.46799999999999,60.2,12.7,30.0,5.0,Basic,Annual,UK
CUST_008955,Low Value Dormant,111,3,324,10,670.73,67.07300000000001,56.0,8.6,41.0,2.0,Basic,Monthly,Canada
CUST_005127,Low Value Dormant,111,3,469,12,674.55,56.2125,44.9,13.3,-19.0,6.0,Basic,Multi-Year,UK
CUST_018478,Low Value Dormant,111,3,146,9,675.39,75.04333333333334,57.9,13.3,-9.0,7.0,Basic,Monthly,Canada
CUST_007828,Low Value Dormant,111,3,144,13,675.98,51.99846153846154,35.8,8.3,-1.0,8.0,Basic,Annual,India
CUST_006015,Low Value Dormant,111,3,167,12,677.53,56.46083333333333,50.5,7.4,9.0,6.0,Basic,Annual,UK
CUST_016010,Low Value Dormant,111,3,89,11,684.93,62.26636363636363,56.2,17.3,-10.0,5.0,Basic,Annual,USA
CUST_001563,Low Value Dormant,111,3,170,13,693.18,53.32153846153846,59.7,18.6,2.0,2.0,Basic,Annual,USA
CUST_005765,Low Value Dormant,111,3,155,11,693.1800000000001,63.01636363636364,37.8,10.2,-30.0,6.0,Basic,Annual,USA
CUST_018101,Low Value Dormant,111,3,209,12,697.51,58.12583333333333,56.0,19.4,3.0,3.0,Basic,Monthly,USA
CUST_016767,Low Value Dormant,111,3,386,12,698.75,58.229166666666664,48.8,13.0,21.0,0.0,Basic,Annual,Canada
CUST_000597,Low Value Dormant,111,3,460,9,701.4300000000001,77.93666666666667,55.8,11.2,16.0,0.0,Basic,Annual,Canada
CUST_000939,Low Value Dormant,111,3,175,11,701.99,63.81727272727273,43.8,14.8,-1.0,2.0,Basic,Monthly,Australia
CUST_013061,Low Value Dormant,111,3,409,12,707.26,58.93833333333333,33.5,9.7,-26.0,6.0,Basic,Annual,India
CUST_016930,Low Value Dormant,111,3,126,12,709.64,59.13666666666666,47.4,15.1,22.0,1.0,Basic,Annual,Other
CUST_007526,Low Value Dormant,111,3,171,11,715.52,65.04727272727273,46.1,15.6,-17.0,0.0,Basic,Annual,Canada
CUST_003379,Low Value Dormant,111,3,153,13,718.1899999999999,55.24538461538461,62.7,15.2,-6.0,3.0,Basic,Monthly,Canada
CUST_005442,Low Value Dormant,111,3,136,11,720.17,65.47,39.2,11.6,-1.0,6.0,Basic,Monthly,USA
CUST_018970,Low Value Dormant,111,3,120,10,723.68,72.368,32.5,5.5,-17.0,5.0,Basic,Annual,USA
CUST_015173,Low Value Dormant,111,3,102,11,725.03,65.91181818181818,31.4,0.8,-13.0,5.0,Basic,Monthly,USA
CUST_006922,Low Value Dormant,111,3,302,13,725.45,55.80384615384616,22.9,9.2,-31.0,7.0,Basic,Monthly,India
CUST_003045,Low Value Dormant,111,3,86,13,732.8199999999999,56.37076923076923,34.8,9.8,-26.0,7.0,Basic,Annual,Australia
CUST_016699,Low Value Dormant,111,3,370,10,733.4000000000001,73.34,47.3,14.7,24.0,2.0,Professional,Multi-Year,Germany
CUST_009205,Low Value Dormant,111,3,152,11,733.59,66.69,45.9,17.0,-7.0,6.0,Basic,Annual,Canada
CUST_015351,Low Value Dormant,111,3,125,11,735.61,66.87363636363636,52.7,22.6,-8.0,5.0,Basic,Monthly,Other
CUST_005540,Low Value Dormant,111,3,659,11,740.45,67.31363636363636,35.2,6.3,11.0,5.0,Basic,Monthly,USA
CUST_019958,Low Value Dormant,111,3,276,11,740.46,67.31454545454545,70.4,20.0,21.0,4.0,Basic,Monthly,UK
CUST_006974,Low Value Dormant,111,3,163,11,743.6,67.60000000000001,55.4,10.6,1.0,6.0,Basic,Annual,Other
CUST_012197,Low Value Dormant,111,3,189,12,744.8299999999999,62.06916666666666,45.1,10.2,25.0,3.0,Basic,Annual,UK
CUST_013317,Low Value Dormant,111,3,229,12,747.9200000000001,62.326666666666675,34.6,2.7,-15.0,6.0,Basic,Annual,USA
CUST_014171,Low Value Dormant,111,3,177,10,748.9,74.89,53.6,15.8,13.0,2.0,Basic,Annual,Other
CUST_015552,Low Value Dormant,111,3,178,12,750.41,62.534166666666664,41.9,15.4,-17.0,4.0,Basic,Monthly,USA
CUST_003436,Low Value Dormant,111,3,91,11,750.83,68.25727272727273,40.3,17.0,-37.0,4.0,Basic,Monthly,UK
CUST_010775,Low Value Dormant,111,3,95,11,751.6,68.32727272727273,53.7,12.8,13.0,0.0,Basic,Annual,USA
CUST_016265,Low Value Dormant,111,3,125,10,759.0799999999999,75.90799999999999,56.5,11.8,15.0,4.0,Basic,Multi-Year,USA
CUST_006346,Low Value Dormant,111,3,450,13,760.47,58.49769230769231,30.2,2.7,2.0,3.0,Basic,Monthly,India
CUST_005319,Low Value Dormant,111,3,299,12,761.97,63.4975,41.1,13.2,-23.0,6.0,Basic,Monthly,Germany
CUST_007953,Low Value Dormant,111,3,194,9,767.39,85.26555555555555,39.9,8.1,-9.0,5.0,Basic,Annual,USA
CUST_006217,Low Value Dormant,111,3,130,13,770.33,59.25615384615385,60.5,16.7,6.0,3.0,Basic,Monthly,Germany
CUST_004232,Low Value Dormant,111,3,111,13,774.17,59.551538461538456,45.1,6.2,-3.0,6.0,Basic,Annual,USA
CUST_000676,Low Value Dormant,111,3,105,11,776.12,70.55636363636364,67.9,18.0,38.0,1.0,Basic,Annual,USA
CUST_007923,Low Value Dormant,111,3,115,12,776.78,64.73166666666667,62.3,15.4,12.0,5.0,Basic,Monthly,USA
CUST_006916,Low Value Dormant,111,3,124,11,781.01,71.00090909090909,68.5,26.2,-7.0,3.0,Basic,Annual,USA
CUST_019848,Low Value Dormant,111,3,91,12,785.8,65.48333333333333,39.7,11.2,3.0,7.0,Basic,Monthly,UK
CUST_000921,Low Value Dormant,111,3,311,11,791.85,71.98636363636363,59.3,12.2,19.0,8.0,Basic,Monthly,USA
CUST_013693,Low Value Dormant,111,3,112,11,794.56,72.23272727272727,44.8,9.1,-22.0,3.0,Basic,Annual,Canada
CUST_002032,Low Value Dormant,111,3,285,9,795.0500000000001,88.3388888888889,57.5,19.1,6.0,1.0,Basic,Monthly,Other
CUST_012987,Low Value Dormant,111,3,193,9,799.83,88.87,54.2,11.7,-0.0,3.0,Basic,Annual,USA
CUST_004757,Low Value Dormant,111,3,133,13,804.24,61.864615384615384,78.9,24.3,10.0,4.0,Basic,Monthly,Canada
CUST_011825,Low Value Dormant,111,3,523,11,804.31,73.1190909090909,60.4,17.2,-23.0,4.0,Basic,Monthly,Germany
CUST_007347,Low Value Dormant,111,3,132,12,808.19,67.34916666666668,19.2,5.4,6.0,5.0,Basic,Monthly,UK
CUST_005772,Low Value Dormant,111,3,216,13,819.42,63.03230769230769,43.4,18.3,-6.0,6.0,Basic,Monthly,India
CUST_007127,Low Value Dormant,111,3,592,10,819.48,81.94800000000001,51.3,11.7,36.0,0.0,Basic,Monthly,USA
CUST_019653,Low Value Dormant,111,3,402,9,822.74,91.41555555555556,41.4,12.1,6.0,4.0,Professional,Monthly,Germany
CUST_017322,Low Value Dormant,111,3,116,11,824.1,74.91818181818182,15.7,0.0,20.0,3.0,Basic,Monthly,India
CUST_006663,Low Value Dormant,111,3,178,11,826.41,75.12818181818182,44.3,4.8,18.0,4.0,Basic,Annual,USA
CUST_017349,Low Value Dormant,111,3,260,12,831.5,69.29166666666667,63.2,15.8,25.0,3.0,Basic,Annual,Germany
CUST_005055,Low Value Dormant,111,3,193,12,832.3199999999999,69.36,40.9,8.1,19.0,6.0,Basic,Monthly,USA
CUST_013522,Low Value Dormant,111,3,122,11,834.55,75.86818181818181,31.4,6.4,11.0,3.0,Basic,Monthly,Other
CUST_010044,Low Value Dormant,111,3,94,12,836.65,69.72083333333333,39.8,8.9,10.0,6.0,Basic,Monthly,USA
CUST_011905,Low Value Dormant,111,3,89,12,837.56,69.79666666666667,51.6,16.3,15.0,3.0,Basic,Annual,USA
CUST_004228,Low Value Dormant,111,3,123,13,838.9599999999999,64.53538461538461,35.8,5.2,-47.0,6.0,Basic,Annual,UK
CUST_018756,Low Value Dormant,111,3,138,12,840.1,70.00833333333334,68.1,19.3,26.0,9.0,Basic,Annual,USA
CUST_008756,Low Value Dormant,111,3,140,12,846.47,70.53916666666667,37.2,11.6,3.0,4.0,Basic,Monthly,Australia
CUST_008664,Low Value Dormant,111,3,129,11,848.19,77.10818181818182,55.9,11.6,-19.0,4.0,Basic,Annual,Germany
CUST_014064,Low Value Dormant,111,3,107,12,854.21,71.18416666666667,63.7,18.9,16.0,1.0,Basic,Multi-Year,Canada
CUST_004319,Low Value Dormant,111,3,194,9,857.19,95.24333333333334,48.6,15.5,-10.0,2.0,Basic,Monthly,USA
CUST_007366,Low Value Dormant,111,3,164,12,858.41,71.53416666666666,87.2,28.3,34.0,2.0,Basic,Monthly,USA
CUST_004535,Low Value Dormant,111,3,212,8,863.7099999999999,107.96374999999999,44.9,11.6,-2.0,9.0,Basic,Annual,USA
CUST_005505,Low Value Dormant,111,3,369,13,874.62,67.27846153846154,39.7,5.3,-22.0,1.0,Basic,Monthly,Germany
CUST_003669,Low Value Dormant,111,3,185,12,878.13,73.1775,57.1,16.6,8.0,3.0,Basic,Multi-Year,USA
CUST_013502,Low Value Dormant,111,3,551,12,878.68,73.22333333333333,56.0,10.7,18.0,2.0,Basic,Annual,Canada
CUST_013826,Low Value Dormant,111,3,321,11,881.24,80.11272727272727,60.2,21.3,-10.0,2.0,Basic,Monthly,Canada
CUST_015359,Low Value Dormant,111,3,237,12,882.14,73.51166666666667,55.1,18.2,-31.0,6.0,Basic,Monthly,USA
CUST_004829,Low Value Dormant,111,3,140,12,882.59,73.54916666666666,43.4,7.8,-21.0,5.0,Basic,Multi-Year,Germany
CUST_006835,Low Value Dormant,111,3,117,12,883.63,73.63583333333334,41.3,11.4,40.0,1.0,Basic,Annual,India
CUST_015309,Low Value Dormant,111,3,510,12,884.35,73.69583333333334,59.8,15.5,20.0,4.0,Basic,Multi-Year,Australia
CUST_006596,Low Value Dormant,111,3,116,11,886.24,80.56727272727272,43.9,7.8,11.0,0.0,Basic,Annual,Germany
CUST_001041,Low Value Dormant,111,3,95,12,889.13,74.09416666666667,41.2,12.0,2.0,5.0,Basic,Annual,Canada
CUST_006665,Low Value Dormant,111,3,128,11,903.4200000000001,82.12909090909092,48.9,19.6,18.0,4.0,Basic,Multi-Year,Germany
CUST_017695,Low Value Dormant,111,3,243,7,907.28,129.61142857142858,75.2,26.3,30.0,3.0,Professional,Annual,India
CUST_003121,Low Value Dormant,111,3,356,13,910.8,70.06153846153846,47.9,19.8,-6.0,2.0,Basic,Monthly,Germany
CUST_004889,Low Value Dormant,111,3,207,13,913.47,70.26692307692308,51.6,12.8,33.0,2.0,Basic,Monthly,USA
CUST_005141,Low Value Dormant,111,3,118,13,933.53,71.81,62.5,12.5,32.0,5.0,Basic,Annual,India
CUST_002228,Low Value Dormant,111,3,113,13,943.65,72.58846153846153,65.1,22.5,39.0,3.0,Basic,Annual,Other
CUST_017646,Low Value Dormant,111,3,823,10,952.85,95.285,29.5,5.3,-14.0,6.0,Professional,Monthly,USA
CUST_003729,Low Value Dormant,111,3,140,12,970.8100000000001,80.90083333333334,55.6,12.6,30.0,1.0,Basic,Monthly,Canada
CUST_019757,Low Value Dormant,111,3,287,7,987.75,141.10714285714286,55.7,18.3,11.0,6.0,Professional,Monthly,Germany
CUST_016560,Low Value Dormant,111,3,122,9,993.6700000000001,110.40777777777778,46.8,7.1,29.0,3.0,Professional,Monthly,India
CUST_003313,Low Value Dormant,111,3,693,10,996.81,99.681,59.9,12.3,8.0,5.0,Professional,Monthly,Other
CUST_005860,Low Value Dormant,111,3,265,13,1005.01,77.30846153846154,19.3,7.5,-18.0,7.0,Basic,Annual,USA
CUST_002707,Low Value Dormant,111,3,573,10,1006.98,100.69800000000001,59.1,14.7,14.0,0.0,Professional,Annual,USA
CUST_009506,Low Value Dormant,111,3,90,10,1010.89,101.089,61.1,18.2,34.0,3.0,Basic,Annual,India
CUST_006968,Low Value Dormant,111,3,156,13,1011.61,77.81615384615385,53.2,7.6,8.0,3.0,Basic,Monthly,USA
CUST_010001,Low Value Dormant,111,3,87,11,1013.03,92.09363636363636,47.8,9.3,-18.0,4.0,Basic,Annual,Germany
CUST_018191,Low Value Dormant,111,3,107,8,1014.99,126.87375,70.6,24.2,18.0,6.0,Professional,Annual,UK
CUST_011999,Low Value Dormant,111,3,393,10,1023.65,102.365,56.0,16.6,13.0,3.0,Professional,Annual,UK
CUST_005438,Low Value Dormant,111,3,88,10,1028.25,102.825,40.3,12.8,-8.0,4.0,Professional,Annual,Australia
CUST_014412,Low Value Dormant,111,3,214,9,1028.35,114.2611111111111,40.6,16.5,16.0,3.0,Professional,Annual,USA
CUST_015549,Low Value Dormant,111,3,101,10,1032.23,103.223,34.7,9.0,-30.0,4.0,Professional,Monthly,Canada
CUST_014836,Low Value Dormant,111,3,420,12,1033.8,86.14999999999999,52.6,17.4,-12.0,0.0,Basic,Annual,Canada
CUST_006259,Low Value Dormant,111,3,88,12,1034.3,86.19166666666666,74.5,23.6,7.0,4.0,Basic,Annual,India
CUST_003780,Low Value Dormant,111,3,216,13,1035.48,79.65230769230769,37.4,18.1,-15.0,2.0,Basic,Multi-Year,UK
CUST_009051,Low Value Dormant,111,3,216,9,1043.82,115.97999999999999,33.3,3.8,15.0,2.0,Professional,Monthly,UK
CUST_006181,Low Value Dormant,111,3,318,13,1043.99,80.30692307692308,70.9,22.1,3.0,3.0,Basic,Monthly,Germany
CUST_013374,Low Value Dormant,111,3,330,12,1062.35,88.52916666666665,71.3,19.3,9.0,8.0,Professional,Annual,India
CUST_002714,Low Value Dormant,111,3,684,10,1076.71,107.671,49.0,18.1,34.0,4.0,Professional,Annual,UK
CUST_001726,Low Value Dormant,111,3,272,12,1083.1799999999998,90.26499999999999,49.5,15.1,-15.0,7.0,Basic,Monthly,Other
CUST_010674,Low Value Dormant,111,3,688,11,1083.2,98.47272727272728,68.8,25.5,42.0,3.0,Professional,Monthly,USA
CUST_015534,Low Value Dormant,111,3,92,11,1084.92,98.62909090909092,42.4,13.2,-9.0,8.0,Professional,Annual,UK
CUST_002716,Low Value Dormant,211,4,55,4,220.26,55.065,53.7,15.9,-25.0,5.0,Basic,Monthly,USA
CUST_012545,Low Value Dormant,121,4,111,13,305.84,23.526153846153843,49.4,22.2,-2.0,8.0,Basic,Annual,USA
CUST_012376,Low Value Dormant,211,4,84,10,313.28,31.327999999999996,78.2,23.4,18.0,4.0,Basic,Monthly,Australia
CUST_009306,Low Value Dormant,211,4,71,8,314.52,39.315,40.1,12.4,14.0,4.0,Basic,Annual,USA
CUST_001397,Low Value Dormant,211,4,68,10,315.71000000000004,31.571000000000005,33.1,6.9,21.0,6.0,Basic,Annual,USA
CUST_005863,Low Value Dormant,211,4,56,9,321.77,35.75222222222222,76.0,18.9,35.0,4.0,Basic,Annual,USA
CUST_003961,Low Value Dormant,211,4,76,7,323.03,46.14714285714285,51.5,13.4,8.0,1.0,Basic,Annual,Canada
CUST_005436,Low Value Dormant,211,4,62,10,328.76,32.876,57.2,18.7,29.0,3.0,Basic,Monthly,Other
CUST_014721,Low Value Dormant,211,4,69,11,329.95,29.995454545454546,73.3,19.3,55.0,2.0,Basic,Monthly,Canada
CUST_012683,Low Value Dormant,211,4,65,10,338.48,33.848,30.9,10.2,-10.0,5.0,Basic,Annual,UK
CUST_004019,Low Value Dormant,211,4,49,13,338.74,26.056923076923077,77.8,19.1,12.0,2.0,Basic,Monthly,UK
CUST_019213,Low Value Dormant,211,4,80,7,339.56,48.50857142857143,52.5,13.3,1.0,1.0,Basic,Monthly,Germany
CUST_014267,Low Value Dormant,211,4,84,11,339.67,30.87909090909091,49.6,18.0,-12.0,4.0,Basic,Monthly,UK
CUST_006886,Low Value Dormant,121,4,651,14,344.17,24.583571428571428,63.1,20.1,1.0,2.0,Basic,Annual,Canada
CUST_019360,Low Value Dormant,211,4,68,11,352.28,32.025454545454544,39.3,8.6,-6.0,3.0,Basic,Annual,USA
CUST_018946,Low Value Dormant,121,4,877,13,352.57,27.12076923076923,47.8,21.3,-25.0,4.0,Basic,Annual,USA
CUST_016996,Low Value Dormant,211,4,77,8,352.77,44.09625,34.5,4.6,3.0,4.0,Basic,Annual,Australia
CUST_015288,Low Value Dormant,211,4,67,8,359.67,44.95875,29.1,7.0,25.0,2.0,Basic,Annual,USA
CUST_014180,Low Value Dormant,121,4,226,13,361.37,27.79769230769231,59.1,17.3,15.0,5.0,Basic,Annual,USA
CUST_016587,Low Value Dormant,121,4,560,13,365.23,28.094615384615388,50.0,18.2,20.0,4.0,Basic,Annual,UK
CUST_011189,Low Value Dormant,211,4,68,10,369.42,36.942,56.0,8.6,6.0,6.0,Basic,Annual,Germany
CUST_003058,Low Value Dormant,121,4,89,15,371.03,24.735333333333333,30.7,10.5,-68.0,6.0,Basic,Monthly,Germany
CUST_008958,Low Value Dormant,211,4,45,11,373.3,33.93636363636364,45.7,14.7,25.0,4.0,Basic,Monthly,USA
CUST_014895,Low Value Dormant,211,4,85,10,373.31,37.331,44.9,11.1,-19.0,5.0,Basic,Annual,USA
CUST_006463,Low Value Dormant,121,4,361,14,381.4,27.24285714285714,14.3,5.3,5.0,6.0,Basic,Annual,USA
CUST_016827,Low Value Dormant,211,4,84,11,382.85,34.804545454545455,49.5,16.2,-0.0,3.0,Basic,Monthly,USA
CUST_013760,Low Value Dormant,121,4,266,13,389.59000000000003,29.96846153846154,41.2,8.3,-23.0,5.0,Basic,Monthly,USA
CUST_000227,Low Value Dormant,211,4,58,7,390.93,55.847142857142856,30.1,12.0,11.0,2.0,Basic,Annual,UK
CUST_008777,Low Value Dormant,211,4,68,10,398.8,39.88,50.5,19.2,11.0,2.0,Basic,Monthly,India
CUST_010323,Low Value Dormant,121,4,913,14,403.64,28.83142857142857,49.7,13.3,12.0,10.0,Basic,Monthly,UK
CUST_008303,Low Value Dormant,121,4,555,14,404.53000000000003,28.895000000000003,40.0,10.1,-2.0,3.0,Basic,Multi-Year,Australia
CUST_001829,Low Value Dormant,121,4,472,15,405.66,27.044,61.8,19.2,15.0,5.0,Basic,Monthly,Canada
CUST_005211,Low Value Dormant,211,4,69,10,406.33,40.632999999999996,52.4,16.0,-7.0,8.0,Basic,Monthly,Canada
CUST_011249,Low Value Dormant,211,4,62,9,408.21,45.35666666666666,36.7,13.0,-48.0,7.0,Basic,Monthly,India
CUST_012223,Low Value Dormant,211,4,49,8,408.87,51.10875,48.5,11.5,33.0,1.0,Basic,Monthly,USA
CUST_009449,Low Value Dormant,211,4,46,10,411.47,41.147000000000006,51.7,13.7,6.0,4.0,Basic,Annual,USA
CUST_004725,Low Value Dormant,121,4,879,14,413.55,29.539285714285715,43.6,6.9,-22.0,4.0,Basic,Multi-Year,USA
CUST_016422,Low Value Dormant,211,4,52,11,413.95,37.63181818181818,76.5,27.9,36.0,1.0,Basic,Annual,Germany
CUST_012524,Low Value Dormant,211,4,72,12,416.6,34.71666666666667,61.1,23.6,9.0,4.0,Basic,Monthly,USA
CUST_012810,Low Value Dormant,211,4,52,11,419.35,38.122727272727275,37.7,8.8,48.0,5.0,Basic,Multi-Year,USA
CUST_010157,Low Value Dormant,121,4,592,14,419.65999999999997,29.975714285714282,46.0,8.3,-16.0,3.0,Basic,Annual,UK
CUST_002393,Low Value Dormant,121,4,129,14,421.67,30.119285714285716,38.6,12.2,-55.0,4.0,Basic,Monthly,USA
CUST_013899,Low Value Dormant,211,4,58,12,422.37,35.1975,28.6,11.8,-27.0,7.0,Basic,Monthly,Other
CUST_013481,Low Value Dormant,211,4,85,12,429.09000000000003,35.7575,48.4,16.4,-3.0,1.0,Basic,Monthly,Germany
CUST_013742,Low Value Dormant,211,4,49,11,429.15999999999997,39.01454545454545,41.7,16.3,-17.0,5.0,Basic,Monthly,USA
CUST_014709,Low Value Dormant,211,4,70,12,432.2,36.016666666666666,27.9,6.7,1.0,4.0,Basic,Monthly,Other
CUST_015829,Low Value Dormant,121,4,341,13,432.90999999999997,33.30076923076923,29.6,10.7,-18.0,7.0,Basic,Annual,USA
CUST_015582,Low Value Dormant,211,4,50,11,434.38,39.48909090909091,40.7,14.3,-9.0,6.0,Basic,Annual,USA
CUST_018774,Low Value Dormant,211,4,52,10,434.48,43.448,47.6,10.0,19.0,2.0,Basic,Monthly,USA
CUST_016798,Low Value Dormant,121,4,749,14,435.06,31.075714285714287,51.7,18.7,-5.0,6.0,Basic,Annual,USA
CUST_013236,Low Value Dormant,211,4,62,8,435.28,54.41,53.1,11.7,-14.0,4.0,Basic,Annual,USA
CUST_014878,Low Value Dormant,211,4,63,11,435.87,39.624545454545455,36.4,11.8,-19.0,6.0,Basic,Monthly,USA
CUST_003464,Low Value Dormant,121,4,400,14,437.53,31.252142857142854,29.4,1.4,-22.0,6.0,Basic,Annual,Australia
CUST_001850,Low Value Dormant,211,4,48,13,437.83000000000004,33.67923076923077,21.8,4.5,-7.0,2.0,Basic,Annual,UK
CUST_018635,Low Value Dormant,211,4,55,11,438.09000000000003,39.82636363636364,53.6,13.2,29.0,3.0,Basic,Annual,UK
CUST_008027,Low Value Dormant,121,4,460,13,440.0,33.84615384615385,51.9,15.6,-2.0,5.0,Basic,Annual,UK
CUST_015205,Low Value Dormant,121,4,129,13,440.82,33.90923076923077,38.0,15.6,-15.0,6.0,Basic,Monthly,Canada
CUST_008097,Low Value Dormant,121,4,332,13,443.6,34.12307692307692,43.8,12.5,-3.0,4.0,Basic,Monthly,USA
CUST_009769,Low Value Dormant,121,4,213,13,444.06,34.15846153846154,34.9,10.4,-27.0,5.0,Basic,Annual,USA
CUST_008491,Low Value Dormant,211,4,70,11,447.27,40.66090909090909,33.4,11.7,17.0,9.0,Basic,Monthly,USA
CUST_010983,Low Value Dormant,211,4,46,11,447.78,40.70727272727272,47.9,12.8,-15.0,4.0,Basic,Monthly,USA
CUST_015649,Low Value Dormant,121,4,232,14,447.87,31.990714285714287,32.3,10.7,2.0,0.0,Basic,Monthly,Other
CUST_013825,Low Value Dormant,211,4,63,11,447.87,40.71545454545455,60.0,14.2,48.0,2.0,Basic,Annual,India
CUST_011700,Low Value Dormant,211,4,66,11,448.56,40.77818181818182,62.2,19.8,15.0,3.0,Basic,Monthly,Australia
CUST_011767,Low Value Dormant,211,4,72,12,450.83,37.56916666666667,65.6,17.3,17.0,1.0,Basic,Monthly,UK
CUST_005688,Low Value Dormant,211,4,64,12,451.4,37.61666666666667,38.0,18.0,20.0,3.0,Basic,Annual,Other
CUST_014165,Low Value Dormant,211,4,74,12,452.37,37.6975,85.0,21.7,39.0,1.0,Basic,Monthly,Canada
CUST_019580,Low Value Dormant,121,4,197,13,452.58,34.81384615384615,57.7,14.2,36.0,2.0,Basic,Monthly,Germany
CUST_015772,Low Value Dormant,121,4,182,14,453.08000000000004,32.362857142857145,22.9,5.3,7.0,0.0,Basic,Annual,Germany
CUST_009974,Low Value Dormant,121,4,165,13,454.13,34.933076923076925,41.5,13.6,17.0,3.0,Basic,Monthly,Australia
CUST_001759,Low Value Dormant,121,4,261,15,454.65999999999997,30.310666666666666,35.8,13.3,-23.0,3.0,Basic,Annual,Canada
CUST_005617,Low Value Dormant,211,4,61,10,456.02,45.602,43.0,7.7,9.0,3.0,Basic,Monthly,Canada
CUST_005029,Low Value Dormant,211,4,62,12,456.72,38.06,48.1,14.9,17.0,1.0,Basic,Monthly,Canada
CUST_017544,Low Value Dormant,211,4,49,9,459.19,51.02111111111111,43.3,12.0,18.0,5.0,Basic,Monthly,India
CUST_007660,Low Value Dormant,211,4,82,11,461.77,41.97909090909091,49.6,9.5,-8.0,4.0,Basic,Annual,Other
CUST_012949,Low Value Dormant,211,4,67,11,462.14,42.01272727272727,53.4,13.1,-6.0,4.0,Basic,Monthly,Germany
CUST_013197,Low Value Dormant,211,4,46,8,463.40999999999997,57.926249999999996,56.0,11.7,3.0,6.0,Basic,Annual,UK
CUST_013754,Low Value Dormant,211,4,53,12,464.2,38.68333333333333,50.6,11.4,13.0,2.0,Basic,Annual,USA
CUST_005119,Low Value Dormant,211,4,53,10,464.48,46.448,50.3,12.0,11.0,5.0,Basic,Monthly,Other
CUST_011429,Low Value Dormant,121,4,282,14,464.99,33.21357142857143,47.8,14.3,9.0,5.0,Basic,Monthly,Germany
CUST_008145,Low Value Dormant,211,4,77,12,465.27,38.7725,36.3,4.8,25.0,3.0,Basic,Monthly,Other
CUST_000885,Low Value Dormant,121,4,221,14,465.63,33.25928571428572,49.5,17.2,-27.0,7.0,Basic,Monthly,USA
CUST_008009,Low Value Dormant,211,4,76,12,465.85,38.82083333333333,93.6,29.7,37.0,4.0,Basic,Monthly,USA
CUST_006458,Low Value Dormant,211,4,82,10,466.25,46.625,45.0,15.1,-55.0,9.0,Basic,Monthly,Australia
CUST_000439,Low Value Dormant,211,4,71,12,466.65,38.887499999999996,53.2,24.8,33.0,4.0,Basic,Annual,UK
CUST_015245,Low Value Dormant,211,4,64,10,467.57,46.757,59.9,24.6,2.0,5.0,Basic,Monthly,USA
CUST_009267,Low Value Dormant,211,4,56,11,467.68,42.516363636363636,53.0,20.4,6.0,0.0,Basic,Monthly,USA
