cohort_month,cohort_index,net_revenue,initial_net_revenue,revenue_retention_rate
2023-07-01,6,1209723.09,1050080.94,1.1520284236375151
2023-07-01,7,874495.29,1050080.94,0.8327884610494883
2023-07-01,8,892665.65,1050080.94,0.8500922319378543
2023-07-01,9,969406.95,1050080.94,0.9231735507931417
2023-07-01,10,999439.09,1050080.94,0.9517733842497894
2023-07-01,11,1021972.97,1050080.94,0.9732325681485087
2023-07-01,12,998586.65,1050080.94,0.9509615992077716
2023-07-01,13,1020471.85,1050080.94,0.9718030402494497
2023-07-01,14,951351.4,1050080.94,0.9059791143337961
2023-07-01,15,1190322.6300000001,1050080.94,1.133553219240414
2023-07-01,16,1205172.03,1050080.94,1.1476944148705337
2023-07-01,17,1224997.47,1050080.94,1.1665743309272902
2023-07-01,18,653477.71,1050080.94,0.6223117524635767
2023-08-01,1,834459.67,834459.67,1.0
2023-08-01,2,1072837.46,834459.67,1.2856672390170754
2023-08-01,3,1002756.05,834459.67,1.2016830603688733
2023-08-01,4,1131614.6,834459.67,1.3561046035933648
2023-08-01,5,1196537.58,834459.67,1.4339070215340666
2023-08-01,6,829986.71,834459.67,0.9946396930123657
2023-08-01,7,760647.51,834459.67,0.9115449641802341
2023-08-01,8,1039061.72,834459.67,1.245191058784183
2023-08-01,9,994765.1,834459.67,1.1921068635947378
2023-08-01,10,968489.89,834459.67,1.1606191704866935
2023-08-01,11,1064725.65,834459.67,1.2759462060041797
2023-08-01,12,951426.15,834459.67,1.14017032123314
2023-08-01,13,908250.8099999999,834459.67,1.0884298458666073
2023-08-01,14,966921.29,834459.67,1.1587393912038912
2023-08-01,15,1277132.18,834459.67,1.5304899995945878
2023-08-01,16,1202898.71,834459.67,1.4415300741856103
2023-08-01,17,578416.49,834459.67,0.6931629062432699
2023-09-01,1,897921.3,897921.3,1.0
2023-09-01,2,1205063.88,897921.3,1.3420595769361967
2023-09-01,3,982239.46,897921.3,1.0939037307612594
2023-09-01,4,1092620.3,897921.3,1.2168330342536702
2023-09-01,5,769634.32,897921.3,0.8571289265551445
2023-09-01,6,796778.4,897921.3,0.8873588364592754
2023-09-01,7,891892.49,897921.3,0.993285814692223
2023-09-01,8,802287.15,897921.3,0.893493839604874
2023-09-01,9,962052.31,897921.3,1.0714216379542394
2023-09-01,10,873929.15,897921.3,0.9732803420522489
2023-09-01,11,911965.31,897921.3,1.0156405800820183
2023-09-01,12,932877.46,897921.3,1.0389300933166414
2023-09-01,13,945522.5,897921.3,1.0530126638047232
2023-09-01,14,1069126.1,897921.3,1.190667934929264
2023-09-01,15,1068699.89,897921.3,1.1901932719493344
2023-09-01,16,525693.31,897921.3,0.5854558857218334
2023-10-01,1,1018047.43,1018047.43,1.0
2023-10-01,2,1168928.23,1018047.43,1.1482060614798664
2023-10-01,3,1356888.0,1018047.43,1.3328337757308615
2023-10-01,4,1040254.37,1018047.43,1.021813266598001
2023-10-01,5,952455.4,1018047.43,0.9355707523371479
2023-10-01,6,1063693.02,1018047.43,1.0448364080640133
2023-10-01,7,1017948.21,1018047.43,0.9999025389219831
2023-10-01,8,988700.49,1018047.43,0.9711733077112134
2023-10-01,9,938386.02,1018047.43,0.9217507871907303
2023-10-01,10,1031784.55,1018047.43,1.0134935952836697
2023-10-01,11,949854.55,1018047.43,0.9330160088906663
2023-10-01,12,1041281.51,1018047.43,1.0228221979795185
2023-10-01,13,1079973.14,1018047.43,1.060827922329709
2023-10-01,14,1081885.82,1018047.43,1.0627066953059348
2023-10-01,15,660314.24,1018047.43,0.6486085230822694
2023-11-01,1,1324364.22,1324364.22,1.0
2023-11-01,2,1722540.84,1324364.22,1.3006549210458134
2023-11-01,3,1194013.4,1324364.22,0.9015747948853525
2023-11-01,4,1207409.51,1324364.22,0.9116899201641071
2023-11-01,5,1374088.23,1324364.22,1.0375455703567709
2023-11-01,6,1381253.94,1324364.22,1.0429562496033002
2023-11-01,7,1426681.72,1324364.22,1.0772578256455765
2023-11-01,8,1514311.46,1324364.22,1.143425227842534
2023-11-01,9,1397871.91,1324364.22,1.0555041346556462
2023-11-01,10,1378991.02,1324364.22,1.0412475655677258
2023-11-01,11,1449427.56,1324364.22,1.0944327384501524
2023-11-01,12,1453615.5,1324364.22,1.0975949652279189
2023-11-01,13,1477946.94,1324364.22,1.115967131760778
2023-11-01,14,1115389.34,1324364.22,0.8422073951831771
2023-12-01,1,1891350.01,1891350.01,1.0
2023-12-01,2,1462342.97,1891350.01,0.7731741677998564
2023-12-01,3,1484810.1,1891350.01,0.7850530531892402
2023-12-01,4,1802546.84,1891350.01,0.9530477333489427
2023-12-01,5,1729718.63,1891350.01,0.9145417933510889
2023-12-01,6,1679980.88,1891350.01,0.8882443075673762
2023-12-01,7,1690825.03,1891350.01,0.8939778576467716
2023-12-01,8,1701017.84,1891350.01,0.8993670293739021
2023-12-01,9,1626128.69,1891350.01,0.859771423270302
2023-12-01,10,1622406.81,1891350.01,0.8578035802056543
2023-12-01,11,2014603.51,1891350.01,1.065166943901621
2023-12-01,12,1823069.64,1891350.01,0.9638986070061141
2023-12-01,13,1360818.0,1891350.01,0.7194955945779703
2024-01-01,1,1010900.05,1010900.05,1.0
2024-01-01,2,1599618.49,1010900.05,1.582370571650481
2024-01-01,3,1738599.5,1010900.05,1.7198530161315155
2024-01-01,4,1509659.79,1010900.05,1.493381853131771
2024-01-01,5,1445031.32,1010900.05,1.4294502409016598
2024-01-01,6,1478239.56,1010900.05,1.4623004123899292
2024-01-01,7,1673797.82,1010900.05,1.6557500615416925
2024-01-01,8,1286404.8,1010900.05,1.272534114524972
2024-01-01,9,1595123.54,1010900.05,1.5779240885387233
2024-01-01,10,1631738.25,1010900.05,1.6141439996961122
2024-01-01,11,1578818.02,1010900.05,1.561794383134119
2024-01-01,12,1270824.97,1010900.05,1.2571222743534338
2024-02-01,1,1339001.08,1339001.08,1.0
2024-02-01,2,1964575.34,1339001.08,1.4671947389318012
2024-02-01,3,1935305.04,1339001.08,1.4453349358015455
2024-02-01,4,2168511.73,1339001.08,1.6194996123528145
2024-02-01,5,1993993.55,1339001.08,1.4891650050050744
2024-02-01,6,1763371.25,1339001.08,1.3169304165161688
2024-02-01,7,1842508.01,1339001.08,1.3760317579430181
2024-02-01,8,2112865.46,1339001.08,1.5779415652151676
2024-02-01,9,2093234.04,1339001.08,1.5632803223728542
2024-02-01,10,1957908.73,1339001.08,1.4622159453374002
2024-02-01,11,1659372.95,1339001.08,1.2392618458530293
2024-03-01,1,1491456.38,1491456.38,1.0
2024-03-01,2,2091360.89,1491456.38,1.4022273249452994
2024-03-01,3,2229877.96,1491456.38,1.4951010233366664
2024-03-01,4,2041526.37,1491456.38,1.368813997765057
2024-03-01,5,2108979.22,1491456.38,1.4140401612013624
2024-03-01,6,1959437.12,1491456.38,1.3137743391462782
2024-03-01,7,1972862.47,1491456.38,1.322775842763836
2024-03-01,8,2361862.2,1491456.38,1.5835945533988733
2024-03-01,9,2337106.12,1491456.38,1.56699595867497
2024-03-01,10,1605604.77,1491456.38,1.0765348497821976
2024-04-01,1,1944293.5,1944293.5,1.0
2024-04-01,2,2553374.32,1944293.5,1.3132658829543995
2024-04-01,3,2609019.75,1944293.5,1.3418857543884193
2024-04-01,4,2670276.09,1944293.5,1.3733914607028208
2024-04-01,5,2553991.58,1944293.5,1.3135833555993475
2024-04-01,6,2564833.42,1944293.5,1.319159591903177
2024-04-01,7,2714008.02,1944293.5,1.3958839136169514
2024-04-01,8,2943371.54,1944293.5,1.5138514529827929
2024-04-01,9,2100882.07,1944293.5,1.0805375165837874
2024-05-01,1,2101572.5,2101572.5,1.0
2024-05-01,2,2647941.05,2101572.5,1.2599808238830683
2024-05-01,3,2674093.5100000002,2101572.5,1.2724250579030703
2024-05-01,4,2213926.94,2101572.5,1.0534620813700217
2024-05-01,5,2251308.97,2101572.5,1.0712497284771285
2024-05-01,6,2534203.04,2101572.5,1.205860392634563
2024-05-01,7,2449261.19,2101572.5,1.165442158193448
2024-05-01,8,2044204.62,2101572.5,0.972702402605668
2024-06-01,1,2467111.82,2467111.82,1.0
2024-06-01,2,3647185.2,2467111.82,1.4783218054542824
2024-06-01,3,3579901.77,2467111.82,1.4510496609756425
2024-06-01,4,3468409.0,2467111.82,1.4058580449750349
2024-06-01,5,3873937.47,2467111.82,1.5702318146244383
2024-06-01,6,3975371.65,2467111.82,1.6113463596473712
2024-06-01,7,3404869.68,2467111.82,1.3801035090497036
2024-07-01,1,2475474.33,2475474.33,1.0
2024-07-01,2,3670818.76,2475474.33,1.482874904220881
2024-07-01,3,3547331.97,2475474.33,1.4329908119063388
2024-07-01,4,3849300.19,2475474.33,1.5549747954768733
2024-07-01,5,3891679.23,2475474.33,1.5720943589829106
2024-07-01,6,3241304.85,2475474.33,1.3093671829753937
2024-08-01,1,3124515.62,3124515.62,1.0
2024-08-01,2,5465603.35,3124515.62,1.749264210751489
2024-08-01,3,5344811.66,3124515.62,1.7106048776930103
2024-08-01,4,5177085.79,3124515.62,1.6569242787142795
2024-08-01,5,4701949.42,3124515.62,1.5048570696535675
2024-09-01,1,4720964.3,4720964.3,1.0
2024-09-01,2,9064646.27,4720964.3,1.920083629948229
2024-09-01,3,8678047.98,4720964.3,1.838193942707849
2024-09-01,4,8223795.99,4720964.3,1.7419737721803998
2024-10-01,1,5490106.84,5490106.84,1.0
2024-10-01,2,10986943.7,5490106.84,2.001225844996488
2024-10-01,3,10025416.97,5490106.84,1.826087772455809
2024-11-01,1,9989544.62,9989544.62,1.0
2024-11-01,2,20531281.580000002,9989544.62,2.0552770282335455
