cohort_month,cohort_index,cohort_size,active_customers,retention_rate
2024-06-01,3,800,769,0.96125
2024-06-01,4,800,728,0.91
2024-06-01,5,800,687,0.85875
2024-06-01,6,800,634,0.7925
2024-06-01,7,800,594,0.7425
2024-07-01,1,840,805,0.9583333333333334
2024-07-01,2,840,838,0.9976190476190476
2024-07-01,3,840,810,0.9642857142857143
2024-07-01,4,840,757,0.9011904761904762
2024-07-01,5,840,692,0.8238095238095238
2024-07-01,6,840,616,0.7333333333333333
2024-08-01,1,844,811,0.9609004739336493
2024-08-01,2,844,844,1.0
2024-08-01,3,844,798,0.9454976303317536
2024-08-01,4,844,713,0.8447867298578199
2024-08-01,5,844,655,0.7760663507109005
2024-09-01,1,903,866,0.9590254706533776
2024-09-01,2,903,903,1.0
2024-09-01,3,903,831,0.920265780730897
2024-09-01,4,903,730,0.8084163898117387
2024-10-01,1,894,871,0.9742729306487695
2024-10-01,2,894,893,0.9988814317673378
2024-10-01,3,894,784,0.8769574944071589
2024-11-01,1,887,864,0.9740698985343855
2024-11-01,2,887,886,0.9988726042841037
